id,conversation_id,line_order,speaker,hanzi,pinyin,meaning_ja,segs,source_site
202,20,8,店员,可以，大概等两个小时就行。,"Kěyǐ, dàgài děng liǎng ge xiǎoshí jiù xíng.",大丈夫です、だいたい2時間待てば大丈夫です。,"[{""text"": ""可以"", ""type"": ""grammar"", ""py"": ""kěyǐ"", ""note"": ""「〜してもよい、〜できる」という許可・可能を表す助動詞。""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""大概"", ""type"": ""vocab"", ""py"": ""dàgài"", ""note"": ""だいたい、おそらく""}, {""text"": ""等"", ""type"": ""vocab"", ""py"": ""děng"", ""note"": ""待つ""}, {""text"": ""两个"", ""type"": ""vocab"", ""py"": ""liǎnggè"", ""note"": ""二つ""}, {""text"": ""小时"", ""type"": ""vocab"", ""py"": ""xiǎoshí"", ""note"": ""〜時間""}, {""text"": ""就行"", ""type"": ""vocab"", ""py"": ""jiùxíng"", ""note"": ""〜でよい、大丈夫""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
203,20,9,阿强,好，那我先去附近吃饭。,"Hǎo, nà wǒ xiān qù fùjìn chīfàn.",分かりました、じゃあ先に近くでご飯を食べてきます。,"[{""text"": ""好"", ""type"": ""vocab"", ""py"": ""hǎo"", ""note"": ""良い、元気だ""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""那"", ""type"": ""vocab"", ""py"": ""nà"", ""note"": ""あれ、それ／それなら""}, {""text"": ""我"", ""type"": ""vocab"", ""py"": ""wǒ"", ""note"": ""私""}, {""text"": ""先"", ""type"": ""grammar"", ""py"": ""xiān"", ""note"": ""「まず、先に」を表す副詞。""}, {""text"": ""去"", ""type"": ""vocab"", ""py"": ""qù"", ""note"": ""行く""}, {""text"": ""附近"", ""type"": ""vocab"", ""py"": ""fùjìn"", ""note"": ""近く""}, {""text"": ""吃饭"", ""type"": ""vocab"", ""py"": ""chīfàn"", ""note"": ""ご飯を食べる""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
204,20,10,店员,好的，修好了我给你打电话。,"Hǎo de, xiūhǎo le wǒ gěi nǐ dǎ diànhuà.",分かりました、直ったら電話しますね。,"[{""text"": ""好"", ""type"": ""vocab"", ""py"": ""hǎo"", ""note"": ""良い、元気だ""}, {""text"": ""的"", ""type"": ""grammar"", ""py"": ""de"", ""note"": ""名詞を修飾し、所有・限定を表す助詞（〜の）。""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""修好"", ""type"": ""vocab"", ""py"": ""xiūhǎo"", ""note"": ""修理し終える""}, {""text"": ""了"", ""type"": ""grammar"", ""py"": ""le"", ""note"": ""動作の完了や状態の変化を表す助詞（文末や動詞の直後に置く）。""}, {""text"": ""我"", ""type"": ""vocab"", ""py"": ""wǒ"", ""note"": ""私""}, {""text"": ""给"", ""type"": ""grammar"", ""py"": ""gěi"", ""note"": ""「〜に、〜のために」を表す介詞、または「あげる」という意味の動詞。""}, {""text"": ""你"", ""type"": ""vocab"", ""py"": ""nǐ"", ""note"": ""あなた""}, {""text"": ""打电话"", ""type"": ""vocab"", ""py"": ""dǎdiànhuà"", ""note"": ""電話をかける""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
205,21,1,小雅,阿哲学长，我马上要毕业了，还没找到工作，好着急。,"Ājié xuézhǎng, wǒ mǎshàng yào bìyè le, hái méi zhǎodào gōngzuò, hǎo zháojí.",阿哲先輩、もうすぐ卒業なのにまだ仕事が見つからなくて、すごく焦っています。,"[{""text"": ""阿哲"", ""type"": ""vocab"", ""py"": ""āzhé"", ""note"": ""（人名）""}, {""text"": ""学长"", ""type"": ""vocab"", ""py"": ""xuézhǎng"", ""note"": ""先輩（学校の）""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""我"", ""type"": ""vocab"", ""py"": ""wǒ"", ""note"": ""私""}, {""text"": ""马上"", ""type"": ""vocab"", ""py"": ""mǎshàng"", ""note"": ""すぐに""}, {""text"": ""要"", ""type"": ""grammar"", ""py"": ""yào"", ""note"": ""「〜したい、〜するつもりだ」という意志・必要を表す助動詞。""}, {""text"": ""毕业"", ""type"": ""vocab"", ""py"": ""bìyè"", ""note"": ""卒業する""}, {""text"": ""了"", ""type"": ""grammar"", ""py"": ""le"", ""note"": ""動作の完了や状態の変化を表す助詞（文末や動詞の直後に置く）。""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""还"", ""type"": ""grammar"", ""py"": ""hái"", ""note"": ""「まだ、さらに」を表す副詞。""}, {""text"": ""没"", ""type"": ""grammar"", ""py"": ""méi"", ""note"": ""「〜していない、〜がない」を表す否定の副詞（過去・完了・所有の否定）。""}, {""text"": ""找到"", ""type"": ""vocab"", ""py"": ""zhǎodào"", ""note"": ""見つける""}, {""text"": ""工作"", ""type"": ""vocab"", ""py"": ""gōngzuò"", ""note"": ""仕事、働く""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""好"", ""type"": ""vocab"", ""py"": ""hǎo"", ""note"": ""良い、元気だ""}, {""text"": ""着急"", ""type"": ""vocab"", ""py"": ""zháojí"", ""note"": ""焦る""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
206,21,2,阿哲,别着急，先说说你想找什么样的工作。,"Bié zháojí, xiān shuōshuo nǐ xiǎng zhǎo shénmeyàng de gōngzuò.",焦らないで、まずどんな仕事を探したいか話してみて。,"[{""text"": ""别着急"", ""type"": ""vocab"", ""py"": ""biézháojí"", ""note"": ""焦らないで""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""先说"", ""type"": ""vocab"", ""py"": ""xiānshuō"", ""note"": ""まず話す""}, {""text"": ""说"", ""type"": ""vocab"", ""py"": ""shuō"", ""note"": ""話す、言う""}, {""text"": ""你"", ""type"": ""vocab"", ""py"": ""nǐ"", ""note"": ""あなた""}, {""text"": ""想"", ""type"": ""grammar"", ""py"": ""xiǎng"", ""note"": ""「〜したい」という願望を表す助動詞。""}, {""text"": ""找"", ""type"": ""vocab"", ""py"": ""zhǎo"", ""note"": ""探す、訪ねる""}, {""text"": ""什么样"", ""type"": ""grammar"", ""py"": ""shénmeyàng"", ""note"": ""「どのような」を表す疑問表現。""}, {""text"": ""的"", ""type"": ""grammar"", ""py"": ""de"", ""note"": ""名詞を修飾し、所有・限定を表す助詞（〜の）。""}, {""text"": ""工作"", ""type"": ""vocab"", ""py"": ""gōngzuò"", ""note"": ""仕事、働く""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
207,21,3,小雅,我学的是市场营销，想进一家大公司。,"Wǒ xué de shì shìchǎng yíngxiāo, xiǎng jìn yì jiā dà gōngsī.",マーケティングを勉強していて、大きな会社に入りたいです。,"[{""text"": ""我学"", ""type"": ""vocab"", ""py"": ""wǒxué"", ""note"": ""私が学ぶ""}, {""text"": ""的"", ""type"": ""grammar"", ""py"": ""de"", ""note"": ""名詞を修飾し、所有・限定を表す助詞（〜の）。""}, {""text"": ""是"", ""type"": ""grammar"", ""py"": ""shì"", ""note"": ""「〜である」を表すbe動詞。""}, {""text"": ""市场营销"", ""type"": ""vocab"", ""py"": ""shìchǎngyíngxiāo"", ""note"": ""マーケティング""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""想"", ""type"": ""grammar"", ""py"": ""xiǎng"", ""note"": ""「〜したい」という願望を表す助動詞。""}, {""text"": ""进"", ""type"": ""vocab"", ""py"": ""jìn"", ""note"": ""入る""}, {""text"": ""一家"", ""type"": ""vocab"", ""py"": ""yījiā"", ""note"": ""1社、一軒""}, {""text"": ""大"", ""type"": ""vocab"", ""py"": ""dà"", ""note"": ""大きい""}, {""text"": ""公司"", ""type"": ""vocab"", ""py"": ""gōngsī"", ""note"": ""会社""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
208,21,4,阿哲,大公司竞争比较激烈，你投了多少份简历了？,"Dà gōngsī jìngzhēng bǐjiào jīliè, nǐ tóu le duōshao fèn jiǎnlì le?",大企業は競争が激しいけど、履歴書はもう何通出したの？,"[{""text"": ""大"", ""type"": ""vocab"", ""py"": ""dà"", ""note"": ""大きい""}, {""text"": ""公司"", ""type"": ""vocab"", ""py"": ""gōngsī"", ""note"": ""会社""}, {""text"": ""竞争"", ""type"": ""vocab"", ""py"": ""jìngzhēng"", ""note"": ""競争""}, {""text"": ""比较"", ""type"": ""grammar"", ""py"": ""bǐjiào"", ""note"": ""「わりと、比較的」を表す程度の副詞。""}, {""text"": ""激烈"", ""type"": ""vocab"", ""py"": ""jīliè"", ""note"": ""激しい""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""你"", ""type"": ""vocab"", ""py"": ""nǐ"", ""note"": ""あなた""}, {""text"": ""投"", ""type"": ""vocab"", ""py"": ""tóu"", ""note"": ""投げる、（履歴書を）送る""}, {""text"": ""了"", ""type"": ""grammar"", ""py"": ""le"", ""note"": ""動作の完了や状態の変化を表す助詞（文末や動詞の直後に置く）。""}, {""text"": ""多少"", ""type"": ""grammar"", ""py"": ""duōshǎo"", ""note"": ""10以上の数量を尋ねる疑問詞（いくつ、いくら）。""}, {""text"": ""份"", ""type"": ""vocab"", ""py"": ""fèn"", ""note"": ""〜通、〜部（書類の量詞）""}, {""text"": ""简历"", ""type"": ""vocab"", ""py"": ""jiǎnlì"", ""note"": ""履歴書""}, {""text"": ""了"", ""type"": ""grammar"", ""py"": ""le"", ""note"": ""動作の完了や状態の変化を表す助詞（文末や動詞の直後に置く）。""}, {""text"": ""？"", ""type"": ""punct""}]",HSKspeaking_practice
209,21,5,小雅,已经投了二十多份，但是只有三家回复我。,"Yǐjīng tóu le èrshí duō fèn, dànshì zhǐyǒu sān jiā huífù wǒ.",もう20通以上出したんですが、3社しか返事が来ていません。,"[{""text"": ""已经"", ""type"": ""grammar"", ""py"": ""yǐjīng"", ""note"": ""「すでに」を表す副詞。多くの場合、文末の「了」とセットで使う。""}, {""text"": ""投了"", ""type"": ""vocab"", ""py"": ""tóule"", ""note"": ""送った""}, {""text"": ""二十多"", ""type"": ""vocab"", ""py"": ""èrshíduō"", ""note"": ""20あまり""}, {""text"": ""份"", ""type"": ""vocab"", ""py"": ""fèn"", ""note"": ""〜通、〜部（書類の量詞）""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""但是"", ""type"": ""grammar"", ""py"": ""dànshì"", ""note"": ""「しかし」を表す接続詞。""}, {""text"": ""只有"", ""type"": ""grammar"", ""py"": ""zhǐyǒu"", ""note"": ""「〜だけ、〜してはじめて」を表す語。「只有…才…」の形でよく使う。""}, {""text"": ""三家"", ""type"": ""vocab"", ""py"": ""sānjiā"", ""note"": ""3社""}, {""text"": ""回复"", ""type"": ""vocab"", ""py"": ""huífù"", ""note"": ""返信する""}, {""text"": ""我"", ""type"": ""vocab"", ""py"": ""wǒ"", ""note"": ""私""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
210,21,6,阿哲,面试的时候你一般会准备什么？,Miànshì de shíhou nǐ yìbān huì zhǔnbèi shénme?,面接の時、普段どんな準備をしてる？,"[{""text"": ""面试"", ""type"": ""vocab"", ""py"": ""miànshì"", ""note"": ""面接""}, {""text"": ""的"", ""type"": ""grammar"", ""py"": ""de"", ""note"": ""名詞を修飾し、所有・限定を表す助詞（〜の）。""}, {""text"": ""时候"", ""type"": ""vocab"", ""py"": ""shíhòu"", ""note"": ""時、頃""}, {""text"": ""你"", ""type"": ""vocab"", ""py"": ""nǐ"", ""note"": ""あなた""}, {""text"": ""一般"", ""type"": ""vocab"", ""py"": ""yìbān"", ""note"": ""普段、一般的に""}, {""text"": ""会"", ""type"": ""grammar"", ""py"": ""huì"", ""note"": ""「〜するだろう」「（習得して）〜できる」という可能性・技能を表す助動詞。""}, {""text"": ""准备"", ""type"": ""vocab"", ""py"": ""zhǔnbèi"", ""note"": ""準備する""}, {""text"": ""什么"", ""type"": ""vocab"", ""py"": ""shénme"", ""note"": ""何""}, {""text"": ""？"", ""type"": ""punct""}]",HSKspeaking_practice
211,21,7,小雅,我会准备自我介绍，可是遇到难题就紧张。,"Wǒ huì zhǔnbèi zìwǒ jièshào, kěshì yùdào nántí jiù jǐnzhāng.",自己紹介は準備するんですが、難しい質問が来ると緊張してしまいます。,"[{""text"": ""我会"", ""type"": ""vocab"", ""py"": ""wǒhuì"", ""note"": ""私は〜します""}, {""text"": ""准备"", ""type"": ""vocab"", ""py"": ""zhǔnbèi"", ""note"": ""準備する""}, {""text"": ""自我介绍"", ""type"": ""vocab"", ""py"": ""zìwǒjièshào"", ""note"": ""自己紹介""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""可是"", ""type"": ""grammar"", ""py"": ""kěshì"", ""note"": ""「しかし」を表す口語的な接続詞。""}, {""text"": ""遇到"", ""type"": ""vocab"", ""py"": ""yùdào"", ""note"": ""出会う、遭遇する""}, {""text"": ""难题"", ""type"": ""vocab"", ""py"": ""nántí"", ""note"": ""難問""}, {""text"": ""就"", ""type"": ""grammar"", ""py"": ""jiù"", ""note"": ""「すぐに、まさに」など、条件の帰結や強調を表す副詞。""}, {""text"": ""紧张"", ""type"": ""vocab"", ""py"": ""jǐnzhāng"", ""note"": ""緊張する""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
212,21,8,阿哲,多练习几次就会好一点儿，我可以陪你模拟面试。,"Duō liànxí jǐ cì jiù huì hǎo yìdiǎnr, wǒ kěyǐ péi nǐ mónǐ miànshì.",何度か練習すれば良くなるよ、僕が模擬面接に付き合ってあげる。,"[{""text"": ""多"", ""type"": ""vocab"", ""py"": ""duō"", ""note"": ""多い""}, {""text"": ""练习"", ""type"": ""vocab"", ""py"": ""liànxí"", ""note"": ""練習する""}, {""text"": ""几次"", ""type"": ""vocab"", ""py"": ""jǐcì"", ""note"": ""何回か""}, {""text"": ""就"", ""type"": ""grammar"", ""py"": ""jiù"", ""note"": ""「すぐに、まさに」など、条件の帰結や強調を表す副詞。""}, {""text"": ""会"", ""type"": ""grammar"", ""py"": ""huì"", ""note"": ""「〜するだろう」「（習得して）〜できる」という可能性・技能を表す助動詞。""}, {""text"": ""好"", ""type"": ""vocab"", ""py"": ""hǎo"", ""note"": ""良い、元気だ""}, {""text"": ""一点儿"", ""type"": ""vocab"", ""py"": ""yìdiǎnér"", ""note"": ""少し""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""我"", ""type"": ""vocab"", ""py"": ""wǒ"", ""note"": ""私""}, {""text"": ""可以"", ""type"": ""grammar"", ""py"": ""kěyǐ"", ""note"": ""「〜してもよい、〜できる」という許可・可能を表す助動詞。""}, {""text"": ""陪"", ""type"": ""vocab"", ""py"": ""péi"", ""note"": ""付き添う""}, {""text"": ""你"", ""type"": ""vocab"", ""py"": ""nǐ"", ""note"": ""あなた""}, {""text"": ""模拟"", ""type"": ""vocab"", ""py"": ""mónǐ"", ""note"": ""模擬、シミュレーション""}, {""text"": ""面试"", ""type"": ""vocab"", ""py"": ""miànshì"", ""note"": ""面接""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
213,21,9,小雅,真的吗？那太感谢你了！,Zhēn de ma? Nà tài gǎnxiè nǐ le!,本当ですか？それはすごくありがたいです！,"[{""text"": ""真的"", ""type"": ""vocab"", ""py"": ""zhēnde"", ""note"": ""本当に""}, {""text"": ""吗"", ""type"": ""grammar"", ""py"": ""ma"", ""note"": ""「はい/いいえ」で答える疑問文を作る文末助詞。""}, {""text"": ""？"", ""type"": ""punct""}, {""text"": ""那太"", ""type"": ""vocab"", ""py"": ""nàtài"", ""note"": ""それは〜すぎる""}, {""text"": ""感谢"", ""type"": ""vocab"", ""py"": ""gǎnxiè"", ""note"": ""感謝する""}, {""text"": ""你"", ""type"": ""vocab"", ""py"": ""nǐ"", ""note"": ""あなた""}, {""text"": ""了"", ""type"": ""grammar"", ""py"": ""le"", ""note"": ""動作の完了や状態の変化を表す助詞（文末や動詞の直後に置く）。""}, {""text"": ""！"", ""type"": ""punct""}]",HSKspeaking_practice
214,21,10,阿哲,不客气，除了面试以外，简历也可以再改改。,"Bú kèqi, chúle miànshì yǐwài, jiǎnlì yě kěyǐ zài gǎigai.",どういたしまして、面接以外に、履歴書ももう少し直せるよ。,"[{""text"": ""不"", ""type"": ""grammar"", ""py"": ""bù"", ""note"": ""動詞・形容詞を否定する副詞。""}, {""text"": ""客气"", ""type"": ""vocab"", ""py"": ""kèqì"", ""note"": ""遠慮する、礼儀正しい""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""除了"", ""type"": ""grammar"", ""py"": ""chúle"", ""note"": ""「〜を除いて、〜のほかに」を表す介詞。「除了…以外…」の形で使う。""}, {""text"": ""面试"", ""type"": ""vocab"", ""py"": ""miànshì"", ""note"": ""面接""}, {""text"": ""以外"", ""type"": ""grammar"", ""py"": ""yǐwài"", ""note"": ""「〜以外」を表す語。「除了…以外」の形でよく使う。""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""简历"", ""type"": ""vocab"", ""py"": ""jiǎnlì"", ""note"": ""履歴書""}, {""text"": ""也"", ""type"": ""grammar"", ""py"": ""yě"", ""note"": ""「〜も」を表す副詞。""}, {""text"": ""可以"", ""type"": ""grammar"", ""py"": ""kěyǐ"", ""note"": ""「〜してもよい、〜できる」という許可・可能を表す助動詞。""}, {""text"": ""再"", ""type"": ""grammar"", ""py"": ""zài"", ""note"": ""「また、さらに（これから先の繰り返し）」を表す副詞。""}, {""text"": ""改改"", ""type"": ""vocab"", ""py"": ""gǎigǎi"", ""note"": ""少し直す""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
215,21,11,小雅,好，那我们这个周末见面聊聊吧。,"Hǎo, nà wǒmen zhège zhōumò jiànmiàn liáoliao ba.",はい、じゃあ今週末会って話しましょう。,"[{""text"": ""好"", ""type"": ""vocab"", ""py"": ""hǎo"", ""note"": ""良い、元気だ""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""那"", ""type"": ""vocab"", ""py"": ""nà"", ""note"": ""あれ、それ／それなら""}, {""text"": ""我们"", ""type"": ""vocab"", ""py"": ""wǒmen"", ""note"": ""私たち""}, {""text"": ""这个"", ""type"": ""vocab"", ""py"": ""zhège"", ""note"": ""これ""}, {""text"": ""周末"", ""type"": ""vocab"", ""py"": ""zhōumò"", ""note"": ""週末""}, {""text"": ""见面"", ""type"": ""vocab"", ""py"": ""jiànmiàn"", ""note"": ""会う""}, {""text"": ""聊聊吧"", ""type"": ""vocab"", ""py"": ""liáoliáoba"", ""note"": ""話しましょう""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
216,22,1,小周,张叔，我下个月要搬家了，想跟您说一声。,"Zhāng shū, wǒ xià ge yuè yào bānjiā le, xiǎng gēn nín shuō yì shēng.",張さん、来月引っ越すので、お伝えしておきたくて。,"[{""text"": ""张叔"", ""type"": ""vocab"", ""py"": ""zhāngshū"", ""note"": ""張さん（張おじさん）""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""我"", ""type"": ""vocab"", ""py"": ""wǒ"", ""note"": ""私""}, {""text"": ""下个月"", ""type"": ""vocab"", ""py"": ""xiàgèyuè"", ""note"": ""来月""}, {""text"": ""要"", ""type"": ""grammar"", ""py"": ""yào"", ""note"": ""「〜したい、〜するつもりだ」という意志・必要を表す助動詞。""}, {""text"": ""搬家"", ""type"": ""vocab"", ""py"": ""bānjiā"", ""note"": ""引っ越す""}, {""text"": ""了"", ""type"": ""grammar"", ""py"": ""le"", ""note"": ""動作の完了や状態の変化を表す助詞（文末や動詞の直後に置く）。""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""想"", ""type"": ""grammar"", ""py"": ""xiǎng"", ""note"": ""「〜したい」という願望を表す助動詞。""}, {""text"": ""跟"", ""type"": ""grammar"", ""py"": ""gēn"", ""note"": ""「〜と」を表す介詞。一緒に何かをする相手を示す。""}, {""text"": ""您"", ""type"": ""vocab"", ""py"": ""nín"", ""note"": ""あなた（敬称）""}, {""text"": ""说"", ""type"": ""vocab"", ""py"": ""shuō"", ""note"": ""話す、言う""}, {""text"": ""一声"", ""type"": ""vocab"", ""py"": ""yīshēng"", ""note"": ""一言、ひとこと""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
217,22,2,老张,好的，谢谢你提前告诉我。是工作变动吗？,"Hǎo de, xièxie nǐ tíqián gàosu wǒ. Shì gōngzuò biàndòng ma?",分かりました、事前に教えてくれてありがとう。仕事の異動ですか？,"[{""text"": ""好"", ""type"": ""vocab"", ""py"": ""hǎo"", ""note"": ""良い、元気だ""}, {""text"": ""的"", ""type"": ""grammar"", ""py"": ""de"", ""note"": ""名詞を修飾し、所有・限定を表す助詞（〜の）。""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""谢谢"", ""type"": ""vocab"", ""py"": ""xièxiè"", ""note"": ""ありがとう""}, {""text"": ""你"", ""type"": ""vocab"", ""py"": ""nǐ"", ""note"": ""あなた""}, {""text"": ""提前"", ""type"": ""vocab"", ""py"": ""tíqián"", ""note"": ""前もって、早めに""}, {""text"": ""告诉"", ""type"": ""vocab"", ""py"": ""gàosù"", ""note"": ""伝える、教える""}, {""text"": ""我"", ""type"": ""vocab"", ""py"": ""wǒ"", ""note"": ""私""}, {""text"": ""。"", ""type"": ""punct""}, {""text"": ""是"", ""type"": ""grammar"", ""py"": ""shì"", ""note"": ""「〜である」を表すbe動詞。""}, {""text"": ""工作"", ""type"": ""vocab"", ""py"": ""gōngzuò"", ""note"": ""仕事、働く""}, {""text"": ""变动"", ""type"": ""vocab"", ""py"": ""biàndòng"", ""note"": ""変動、異動""}, {""text"": ""吗"", ""type"": ""grammar"", ""py"": ""ma"", ""note"": ""「はい/いいえ」で答える疑問文を作る文末助詞。""}, {""text"": ""？"", ""type"": ""punct""}]",HSKspeaking_practice
218,22,3,小周,对，公司搬到了离这儿比较远的地方。,"Duì, gōngsī bāndào le lí zhèr bǐjiào yuǎn de dìfang.",はい、会社がここから遠い場所に移転したんです。,"[{""text"": ""对"", ""type"": ""grammar"", ""py"": ""duì"", ""note"": ""「〜に対して」を表す介詞、または「正しい」という意味の形容詞。""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""公司"", ""type"": ""vocab"", ""py"": ""gōngsī"", ""note"": ""会社""}, {""text"": ""搬到"", ""type"": ""vocab"", ""py"": ""bāndào"", ""note"": ""〜へ移転する""}, {""text"": ""了"", ""type"": ""grammar"", ""py"": ""le"", ""note"": ""動作の完了や状態の変化を表す助詞（文末や動詞の直後に置く）。""}, {""text"": ""离"", ""type"": ""grammar"", ""py"": ""lí"", ""note"": ""「〜から（の距離）」を表す介詞。""}, {""text"": ""这儿"", ""type"": ""vocab"", ""py"": ""zhèér"", ""note"": ""ここ""}, {""text"": ""比较"", ""type"": ""grammar"", ""py"": ""bǐjiào"", ""note"": ""「わりと、比較的」を表す程度の副詞。""}, {""text"": ""远"", ""type"": ""vocab"", ""py"": ""yuǎn"", ""note"": ""遠い""}, {""text"": ""的"", ""type"": ""grammar"", ""py"": ""de"", ""note"": ""名詞を修飾し、所有・限定を表す助詞（〜の）。""}, {""text"": ""地方"", ""type"": ""vocab"", ""py"": ""dìfāng"", ""note"": ""場所""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
219,22,4,老张,那押金的事怎么算？,Nà yājīn de shì zěnme suàn?,では敷金の件はどう計算しましょうか？,"[{""text"": ""那"", ""type"": ""vocab"", ""py"": ""nà"", ""note"": ""あれ、それ／それなら""}, {""text"": ""押金"", ""type"": ""vocab"", ""py"": ""yājīn"", ""note"": ""敷金""}, {""text"": ""的"", ""type"": ""grammar"", ""py"": ""de"", ""note"": ""名詞を修飾し、所有・限定を表す助詞（〜の）。""}, {""text"": ""事"", ""type"": ""vocab"", ""py"": ""shì"", ""note"": ""こと、用事""}, {""text"": ""怎么"", ""type"": ""grammar"", ""py"": ""zěnme"", ""note"": ""「どうやって、なぜ」を表す疑問詞。""}, {""text"": ""算"", ""type"": ""vocab"", ""py"": ""suàn"", ""note"": ""計算する""}, {""text"": ""？"", ""type"": ""punct""}]",HSKspeaking_practice
220,22,5,小周,押金应该可以退给我吧？房子我会打扫干净。,Yājīn yīnggāi kěyǐ tuì gěi wǒ ba? Fángzi wǒ huì dǎsǎo gānjìng.,敷金は返してもらえますよね？部屋はきれいに掃除しておきます。,"[{""text"": ""押金"", ""type"": ""vocab"", ""py"": ""yājīn"", ""note"": ""敷金""}, {""text"": ""应该"", ""type"": ""grammar"", ""py"": ""yīnggāi"", ""note"": ""「〜すべきだ」という当然・義務を表す助動詞。""}, {""text"": ""可以"", ""type"": ""grammar"", ""py"": ""kěyǐ"", ""note"": ""「〜してもよい、〜できる」という許可・可能を表す助動詞。""}, {""text"": ""退"", ""type"": ""vocab"", ""py"": ""tuì"", ""note"": ""返す、返却する""}, {""text"": ""给"", ""type"": ""grammar"", ""py"": ""gěi"", ""note"": ""「〜に、〜のために」を表す介詞、または「あげる」という意味の動詞。""}, {""text"": ""我"", ""type"": ""vocab"", ""py"": ""wǒ"", ""note"": ""私""}, {""text"": ""吧"", ""type"": ""grammar"", ""py"": ""ba"", ""note"": ""提案・推量・軽い命令を表す文末助詞（〜しよう、〜でしょう）。""}, {""text"": ""？"", ""type"": ""punct""}, {""text"": ""房子"", ""type"": ""vocab"", ""py"": ""fángzi"", ""note"": ""家、部屋""}, {""text"": ""我会"", ""type"": ""vocab"", ""py"": ""wǒhuì"", ""note"": ""私は〜します""}, {""text"": ""打扫"", ""type"": ""vocab"", ""py"": ""dǎsǎo"", ""note"": ""掃除する""}, {""text"": ""干净"", ""type"": ""vocab"", ""py"": ""gānjìng"", ""note"": ""きれいだ""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
221,22,6,老张,没问题，只要没有损坏，押金全部退给你。,"Méi wèntí, zhǐyào méiyǒu sǔnhuài, yājīn quánbù tuì gěi nǐ.",問題ありません、破損さえなければ敷金は全額返しますよ。,"[{""text"": ""没"", ""type"": ""grammar"", ""py"": ""méi"", ""note"": ""「〜していない、〜がない」を表す否定の副詞（過去・完了・所有の否定）。""}, {""text"": ""问题"", ""type"": ""vocab"", ""py"": ""wèntí"", ""note"": ""問題""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""只要"", ""type"": ""grammar"", ""py"": ""zhǐyào"", ""note"": ""「〜さえすれば」を表す接続詞。「只要…就…」の形で使う。""}, {""text"": ""没有"", ""type"": ""vocab"", ""py"": ""méiyǒu"", ""note"": ""ない""}, {""text"": ""损坏"", ""type"": ""vocab"", ""py"": ""sǔnhuài"", ""note"": ""損壊する、壊れる""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""押金"", ""type"": ""vocab"", ""py"": ""yājīn"", ""note"": ""敷金""}, {""text"": ""全部"", ""type"": ""vocab"", ""py"": ""quánbù"", ""note"": ""全部""}, {""text"": ""退"", ""type"": ""vocab"", ""py"": ""tuì"", ""note"": ""返す、返却する""}, {""text"": ""给"", ""type"": ""grammar"", ""py"": ""gěi"", ""note"": ""「〜に、〜のために」を表す介詞、または「あげる」という意味の動詞。""}, {""text"": ""你"", ""type"": ""vocab"", ""py"": ""nǐ"", ""note"": ""あなた""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
