id,style,situation,hsk_level,hanzi,pinyin,meaning_ja
164,business,謝罪・お詫び,5,对由此带来的不便，敬请谅解。,"Duì yóucǐ dàilái de búbiàn, jìngqǐng liàngjiě.",これによりご不便をおかけしましたこと、ご了承ください。
165,business,謝罪・お詫び,5,我们承诺以后不会再发生类似情况。,Wǒmen chéngnuò yǐhòu bú huì zài fāshēng lèisì qíngkuàng.,今後同様の事態が発生しないことをお約束いたします。
166,business,謝罪・お詫び,5,关于赔偿方案，我们会尽快给您答复。,"Guānyú péicháng fāng'àn, wǒmen huì jǐnkuài gěi nín dáfù.",補償案につきましては早急にご回答いたします。
167,business,謝罪・お詫び,5,这次的问题让您费心了，实在抱歉。,"Zhè cì de wèntí ràng nín fèixīn le, shízài bàoqiàn.",今回の件でご心配をおかけし、誠に申し訳ございません。
168,business,謝罪・お詫び,5,感谢您的包涵，我们会认真改进。,"Gǎnxiè nín de bāohan, wǒmen huì rènzhēn gǎijìn.",ご寛容いただきありがとうございます、真摯に改善いたします。
169,business,自己紹介・名刺交換,5,您好，我是负责这个项目的田中，请多关照。,"Nín hǎo, wǒ shì fùzé zhège xiàngmù de Tiánzhōng, qǐng duō guānzhào.",こんにちは、このプロジェクトを担当している田中です、よろしくお願いします。
170,business,自己紹介・名刺交換,5,这是我的名片，以后请多联系。,"Zhè shì wǒ de míngpiàn, yǐhòu qǐng duō liánxì.",こちらが私の名刺です、今後ともよろしくお願いします。
171,business,自己紹介・名刺交換,5,久仰大名，今天终于有机会见面了。,"Jiǔyǎng dàmíng, jīntiān zhōngyú yǒu jīhuì jiànmiàn le.",お噂はかねがね伺っております、本日ようやくお会いできました。
172,business,自己紹介・名刺交換,5,我是这次项目的对接人，有事请随时联系我。,"Wǒ shì zhè cì xiàngmù de duìjiē rén, yǒu shì qǐng suíshí liánxì wǒ.",今回のプロジェクトの窓口を務めております、何かございましたらいつでもご連絡ください。
173,business,自己紹介・名刺交換,5,我在公司主要负责海外市场的业务。,Wǒ zài gōngsī zhǔyào fùzé hǎiwài shìchǎng de yèwù.,社内では主に海外市場の業務を担当しております。
174,business,自己紹介・名刺交換,5,很高兴认识您，希望以后多多合作。,"Hěn gāoxìng rènshi nín, xīwàng yǐhòu duōduō hézuò.",お会いできて光栄です、今後ともよろしくお願いいたします。
175,business,自己紹介・名刺交換,5,我叫林小华，是负责这次合作的项目经理。,"Wǒ jiào Lín Xiǎohuá, shì fùzé zhè cì hézuò de xiàngmù jīnglǐ.",林小華と申します、今回の提携を担当するプロジェクトマネージャーです。
176,business,自己紹介・名刺交換,5,这是我的联系方式，方便的时候可以加一下微信。,"Zhè shì wǒ de liánxì fāngshì, fāngbiàn de shíhou kěyǐ jiā yíxià wēixìn.",こちらが私の連絡先です、よろしければWeChatを交換させてください。
177,business,自己紹介・名刺交換,5,我们公司主要从事软件开发相关业务。,Wǒmen gōngsī zhǔyào cóngshì ruǎnjiàn kāifā xiāngguān yèwù.,弊社は主にソフトウェア開発関連の事業を行っております。
178,business,自己紹介・名刺交換,5,之后有什么需要，随时可以来找我。,"Zhīhòu yǒu shénme xūyào, suíshí kěyǐ lái zhǎo wǒ.",今後何か必要なことがございましたら、いつでもお声がけください。
179,business,自己紹介・名刺交換,5,我是第一次参加这样的交流会，请多指教。,"Wǒ shì dì-yī cì cānjiā zhèyàng de jiāoliú huì, qǐng duō zhǐjiào.",このような交流会への参加は初めてです、ご指導のほどよろしくお願いいたします。
180,business,自己紹介・名刺交換,5,我们之前通过邮件联系过，很高兴终于见面了。,"Wǒmen zhīqián tōngguò yóujiàn liánxì guo, hěn gāoxìng zhōngyú jiànmiàn le.",以前メールでやり取りさせていただきました、ようやくお会いできて嬉しいです。
181,business,自己紹介・名刺交換,5,请问怎么称呼您比较合适？,Qǐngwèn zěnme chēnghu nín bǐjiào héshì?,何とお呼びすればよろしいでしょうか。
182,business,自己紹介・名刺交換,5,我是负责财务方面的，具体技术问题可能要请教其他同事。,"Wǒ shì fùzé cáiwù fāngmiàn de, jùtǐ jìshù wèntí kěnéng yào qǐngjiào qítā tóngshì.",私は財務担当ですので、具体的な技術的な質問は他の同僚にお尋ねください。
183,business,自己紹介・名刺交換,5,今天能有机会跟您交流，非常荣幸。,"Jīntiān néng yǒu jīhuì gēn nín jiāoliú, fēicháng róngxìng.",本日は貴重な意見交換の機会をいただき、大変光栄です。
184,business,自己紹介・名刺交換,5,我们公司在这个行业已经有十年的经验了。,Wǒmen gōngsī zài zhège hángyè yǐjīng yǒu shí nián de jīngyàn le.,弊社はこの業界で既に10年の実績がございます。
185,business,電話応対,5,您好，请问您找哪位？,"Nín hǎo, qǐngwèn nín zhǎo nǎ wèi?",もしもし、どちら様をお呼びでしょうか？
186,business,電話応対,5,不好意思，他现在不在，需要我转告吗？,"Bù hǎoyìsi, tā xiànzài bú zài, xūyào wǒ zhuǎngào ma?",申し訳ございません、彼は今席を外しております、伝言承りましょうか？
187,business,電話応対,5,喂，您好，这里是市场部。,"Wéi, nín hǎo, zhèlǐ shì shìchǎngbù.",もしもし、マーケティング部でございます。
188,business,電話応対,5,请稍等，我帮您转接一下。,"Qǐng shāo děng, wǒ bāng nín zhuǎnjiē yíxià.",少々お待ちください、おつなぎいたします。
189,business,電話応対,5,不好意思，刚才信号不太好，能再说一遍吗？,"Bù hǎoyìsi, gāngcái xìnhào bú tài hǎo, néng zài shuō yí biàn ma?",申し訳ございません、先ほど電波が悪くて、もう一度お願いできますか。
190,business,電話応対,5,请问您方便留一下电话号码吗？,Qǐngwèn nín fāngbiàn liú yíxià diànhuà hàomǎ ma?,お電話番号を伺ってもよろしいでしょうか。
191,business,電話応対,5,他现在正在开会，不方便接电话。,"Tā xiànzài zhèngzài kāihuì, bù fāngbiàn jiē diànhuà.",ただいま会議中のため、電話に出られません。
192,business,電話応対,5,我稍后再给您回电话，可以吗？,"Wǒ shāohòu zài gěi nín huí diànhuà, kěyǐ ma?",のちほど折り返しお電話させていただいてもよろしいでしょうか。
193,business,電話応対,5,麻烦您把详细情况再跟我说一下。,Máfan nín bǎ xiángxì qíngkuàng zài gēn wǒ shuō yíxià.,詳しい状況をもう一度お聞かせいただけますでしょうか。
194,business,電話応対,5,感谢您的来电，再见。,"Gǎnxiè nín de láidiàn, zàijiàn.",お電話ありがとうございました、失礼いたします。
195,business,電話応対,5,请问贵姓，我方便记录一下吗？,"Qǐngwèn guìxìng, wǒ fāngbiàn jìlù yíxià ma?",恐れ入りますがお名前を伺ってもよろしいでしょうか。
196,business,電話応対,5,我把您的诉求记下来了，会尽快处理。,"Wǒ bǎ nín de sùqiú jì xiàlái le, huì jǐnkuài chǔlǐ.",ご要望を承りました、早急に対応いたします。
197,business,電話応対,5,打错了，不好意思。,"Dǎ cuò le, bù hǎoyìsi.",電話番号をお間違えのようです、失礼いたしました。
198,business,電話応対,5,这个问题我不太清楚，帮您转接给相关负责人。,"Zhège wèntí wǒ bú tài qīngchu, bāng nín zhuǎnjiē gěi xiāngguān fùzérén.",こちらの件は私では分かりかねますので、担当者におつなぎいたします。
199,business,電話応対,5,电话里说不太清楚，我们见面谈吧。,"Diànhuà lǐ shuō bú tài qīngchu, wǒmen jiànmiàn tán ba.",電話ではうまく説明しづらいので、直接お会いして話しましょう。
200,business,電話応対,5,谢谢您的耐心等待。,Xièxie nín de nàixīn děngdài.,お待たせいたしまして申し訳ございませんでした。
