id,passage_id,question_order,question_text,choices,correct_choice_index
190,38,5,"现在健身对""我""来说意味着什么？","[""生活中不可缺少的一部分"", ""只是暂时的爱好"", ""一种负担"", ""已经放弃了""]",0
191,39,1,"""我""是怎么接触到摄影的？","[""参加了学校的课程"", ""工作需要"", ""男朋友送了一台相机作为礼物"", ""从小就喜欢""]",2
192,39,2,"""我""最开始拍照遇到了什么问题？","[""没有地方可以拍"", ""没有时间练习"", ""照片模糊，明暗不合适"", ""相机坏了""]",2
193,39,3,"""我""是怎么提高摄影水平的？","[""只靠自己摸索"", ""请朋友教"", ""买了更贵的相机"", ""报了摄影入门课程，并经常练习""]",3
194,39,4,"朋友们对""我""拍的照片有什么反应？","[""没有人关心"", ""觉得一般"", ""开始请\""我\""帮忙拍照"", ""觉得浪费时间""]",2
195,39,5,"这段摄影经历给""我""带来了什么？","[""找到了让自己开心、能坚持做的事情"", ""经济负担"", ""与朋友的矛盾"", ""更多的烦恼""]",0
196,40,1,"搬家前，""我""发现自己有什么问题？","[""找不到旧照片"", ""家具太少"", ""没有足够的箱子"", ""囤积了很多用不上的东西""]",3
197,40,2,"""我""一开始打算怎么处理这些东西？","[""全部带到新家去"", ""送给邻居"", ""全部扔掉"", ""卖给别人""]",0
198,40,3,"""我""最后是怎么处理这些旧物的？","[""全部卖掉"", ""请朋友帮忙保管"", ""捐掉不用的衣服，扔掉过期的东西"", ""全部留下""]",2
199,40,4,整理完以后，搬到新家的行李发生了什么变化？,"[""只剩下几件衣服"", ""少了将近一半"", ""比原来更多"", ""完全没有变化""]",1
200,40,5,"这次搬家让""我""明白了什么道理？","[""应该把所有旧物都留着"", ""学会放手能让生活更轻松简单"", ""东西越多越好"", ""搬家很麻烦，以后不要再搬""]",1
201,41,1,"""我""和小林毕业后为什么联系变少了？","[""去了不同城市工作"", ""小林换了电话号码"", ""吵架了"", ""两人性格不合""]",0
202,41,2,"""我""是因为什么想起小林的？","[""在路上遇到了她"", ""梦到了她"", ""别人提起她"", ""整理旧照片看到大学时的合影""]",3
203,41,3,小林收到消息后有什么反应？,"[""很快回复，并说也常想起以前的日子"", ""没有回复"", ""拒绝再联系"", ""觉得很奇怪""]",0
204,41,4,"""我们""约好了什么事情？","[""一起换工作"", ""小林出差时见面吃饭"", ""一起搬家"", ""一起出国旅游""]",1
205,41,5,"这次经历让""我""明白了什么？","[""大学同学不值得联系"", ""主动联系，很多关系依然还在"", ""友情很容易消失"", ""应该经常搬家换环境""]",1
206,42,1,"""我""出发前的心情是怎样的？","[""完全没有压力"", ""非常害怕，想取消行程"", ""完全没有兴趣"", ""既兴奋又有点紧张""]",3
207,42,2,"独自旅行和""我""想象中相比怎么样？","[""没有想象中那么难"", ""更加危险"", ""比想象中难很多"", ""完全一样""]",0
208,42,3,"""我""在旅行中做了什么？","[""一直待在酒店里"", ""一直在购物"", ""逛老街、看书、和旅店老板聊天"", ""参加了很多团体活动""]",2
209,42,4,这次旅行持续了多长时间？,"[""半年"", ""一个月"", ""一天"", ""四天""]",3
210,42,5,"这次旅行给""我""带来了什么变化？","[""决定搬到那个城市"", ""更害怕一个人做事"", ""不想再旅行了"", ""变得更自信，了解自己喜欢的生活方式""]",3
211,43,1,今年春节买火车票遇到了什么困难？,"[""火车取消了"", ""家人不同意坐火车"", ""票很难买，只买到站票"", ""票很便宜，很好买""]",2
212,43,2,回老家的路程大概要多久？,"[""半个小时"", ""一整天"", ""两三个小时"", ""将近十个小时""]",3
213,43,3,到家那天，奶奶做了什么？,"[""生气地责怪\""我们\"""", ""没有出来迎接"", ""已经睡着了"", ""在门口等着，紧紧抱住\""我\""""]",3
214,43,4,在老家的这几天，一家人做了什么？,"[""各自出去旅游"", ""一直在工作"", ""包饺子、贴春联、看春晚"", ""一直在睡觉""]",2
215,43,5,"这次回家让""我""明白了什么？","[""老家条件比城市好"", ""更懂得珍惜和家人在一起的时光"", ""春节没有意义"", ""以后不想再回老家""]",1
216,44,1,这次旅行是怎么决定的？,"[""是公司安排的"", ""提前一个月计划好的"", ""是父母建议的"", ""吃饭时临时决定，第二天就出发""]",3
217,44,2,"出发时""我们""做了什么准备？","[""请了旅行社安排"", ""什么都没带"", ""只简单收拾了几件衣服"", ""提前订好了所有行程""]",2
218,44,3,旅行路上发生了什么？,"[""走错了路，差点错过退房时间"", ""车坏了"", ""一切都很顺利"", ""完全没有意外""]",0
219,44,4,"""我们""在旅行中意外发现了什么？","[""一家味道很好的小饭馆"", ""一群老朋友"", ""一个新的工作机会"", ""一家很贵的酒店""]",0
220,44,5,"这次旅行让""我""明白了什么？","[""旅行必须提前计划好"", ""有时候跟着心情走能收获更多惊喜"", ""说走就走的旅行很危险"", ""以后不会再这样旅行""]",1
221,45,1,"""我""是怎么迷路的？","[""手机没电，又不认识路"", ""故意走错方向"", ""被朋友带错了路"", ""坐错了公交车""]",0
222,45,2,"""我""向路人问路时遇到了什么困难？","[""没有遇到任何人"", ""语言不通，交流困难"", ""路人都很凶"", ""没有人愿意帮忙""]",1
223,45,3,"骑自行车的大叔是怎么帮助""我""的？","[""直接不理\""我\"""", ""报警了"", ""用手比划，还带\""我\""骑车到大路口"", ""让\""我\""自己想办法""]",2
224,45,4,"最后""我""顺利做到了什么？","[""找到了自己的朋友"", ""决定不再旅行"", ""回到了酒店"", ""找到了公园，看到了日落""]",2
225,45,5,"这次经历让""我""感受到了什么？","[""语言不通很麻烦，没有别的收获"", ""不应该一个人旅行"", ""陌生城市很危险"", ""陌生人的善意""]",3
226,46,1,"""我""出发前对跟团旅游有什么样的期待？","[""以为会比较轻松，什么都不用操心"", ""觉得会很危险"", ""觉得会很麻烦"", ""完全没有期待""]",0
227,46,2,"跟团旅游让""我""感到不方便的地方是什么？","[""价格太贵"", ""行程太紧，不能好好欣赏风景"", ""完全没有自由活动的时间"", ""没有导游带队""]",1
228,46,3,团队成员之间需要做什么？,"[""完全不用交流"", ""有时需要互相迁就"", ""各自分开旅行"", ""必须完全一致""]",1
229,46,4,跟团旅游的好处是什么？,"[""比自由行更便宜很多"", ""不用操心交通住宿，能认识新朋友"", ""完全没有好处"", ""可以随意改变行程""]",1
230,46,5,"这次经历让""我""明白了什么？","[""跟团旅游一定比自由行好"", ""旅游没有意义"", ""自由行和跟团各有优缺点，要根据目的选择"", ""以后再也不跟团了""]",2
231,47,1,"这次旅行是""我们""家几年来第一次做什么？","[""一起工作"", ""一起出远门旅行"", ""一起搬家"", ""一起吃饭""]",1
232,47,2,"""我们""在海边住了几天？","[""一个星期"", ""一个月"", ""一天"", ""三天""]",3
233,47,3,"""我们""下午通常做什么？","[""游泳或者晒太阳看书"", ""一直在赶行程"", ""待在房间里睡觉"", ""一直在购物""]",0
234,47,4,这次旅行的特点是什么？,"[""去了很多景点"", ""一直在赶路"", ""大部分时间在海边放松休息"", ""完全没有休息时间""]",2
235,47,5,"""我""认为这次旅行的意义是什么？","[""去了多少地方"", ""花了多少钱"", ""一家人能好好在一起"", ""拍了多少照片""]",2
236,48,1,"这次假期""我们""选择了什么样的出行方式？","[""自己开车自驾游"", ""坐火车"", ""跟旅行团"", ""坐飞机""]",0
237,48,2,自驾游最大的好处是什么？,"[""速度快"", ""自由，可以随时停车"", ""不需要准备"", ""完全不用花钱""]",1
238,48,3,"""我们""在路上意外看到了什么？","[""一个古老的城市"", ""一片很大的向日葵田"", ""一场演出"", ""一场大雨""]",1
239,48,4,自驾游辛苦的地方是什么？,"[""找不到吃饭的地方"", ""完全没有辛苦的地方"", ""男朋友一个人开车太累"", ""路线太简单""]",2
240,48,5,"这次经历让""我""明白了什么？","[""以后不会再自驾游"", ""需要做好准备，两人轮流开车更安全"", ""自驾游没有任何缺点"", ""自驾游比跟团更便宜""]",1
241,49,1,"""我""为什么决定辞职换工作？","[""和同事关系不好"", ""公司要倒闭了"", ""每天重复同样的事，很久没学到新东西"", ""收入太低""]",2
242,49,2,"父母一开始对""我""的决定是什么态度？","[""完全支持"", ""没有任何意见"", ""强烈反对，不让\""我\""辞职"", ""不太支持，觉得太冒险""]",3
243,49,3,"为了增加成功的把握，""我""做了什么？","[""请朋友帮忙介绍"", ""直接辞职再找工作"", ""什么都没做"", ""学习新技能，认真准备简历""]",3
244,49,4,"""我""花了多长时间才拿到新工作的录用通知？","[""一个星期"", ""一年"", ""两个月"", ""半年""]",2
245,49,5,"这次换工作的经历让""我""明白了什么？","[""应该一直待在同一家公司"", ""换工作是很危险的事"", ""收入是最重要的"", ""离开熟悉的环境也是一种成长""]",3
246,50,1,这次演讲是关于什么内容的？,"[""新员工培训"", ""个人的工作总结"", ""部门最近完成的一个项目"", ""公司的年度计划""]",2
247,50,2,"""我""为什么感到特别紧张？","[""第一次面对这么多人讲话"", ""内容太难"", ""讲话时间太短"", ""没有准备时间""]",0
248,50,3,"""我""是怎么准备这次演讲的？","[""只在演讲前看了一眼稿子"", ""提前写稿、修改，还请同事帮忙看内容"", ""完全没有准备"", ""让别人代替自己演讲""]",1
249,50,4,"演讲当天""我""的表现是怎样的？","[""一开始有点紧张，后来渐渐放松"", ""中途放弃了"", ""从头到尾都很紧张"", ""完全没有紧张感""]",0
250,50,5,"这次经历让""我""明白了什么？","[""演讲太难，不应该尝试"", ""紧张是不正常的"", ""充分准备能让人更有信心面对挑战"", ""应该拒绝这种任务""]",2
251,51,1,"""我""刚入学时性格是怎样的？","[""喜欢一个人待着，不参加任何活动"", ""非常外向"", ""比较内向，不敢在人多的地方说话"", ""很擅长表演""]",2
252,51,2,"""我""为什么还是选择加入话剧社？","[""朋友邀请"", ""对话剧一直很感兴趣"", ""是被迫参加的"", ""为了完成学分要求""]",1
253,51,3,"第一次上台排练时，""我""表现怎么样？","[""很紧张，忘了台词"", ""中途离开了"", ""完全不敢上台"", ""表现得非常完美""]",0
254,51,4,"学长学姐对""我""的态度是怎样的？","[""嘲笑\""我\"""", ""完全不理\""我\"""", ""严厉批评"", ""耐心教导，一直鼓励""]",3
255,51,5,"话剧社这段经历给""我""带来了什么？","[""克服内向性格，认识好朋友"", ""只是浪费时间"", ""没有任何影响"", ""让\""我\""更害怕上台""]",0
256,52,1,"""我""花了多长时间才确定论文的研究方向？","[""将近一个月"", ""半年"", ""一天"", ""一个星期""]",0
257,52,2,"写作过程中，""我""遇到了什么困难？","[""室友不帮忙"", ""找不到图书馆"", ""完全没有遇到困难"", ""推翻重写，还和导师有分歧""]",3
258,52,3,室友在这段时间做了什么？,"[""陪着\""我\""，帮忙检查论文"", ""劝\""我\""放弃"", ""也在为自己的论文烦恼，没空理\""我\"""", ""完全不管\""我\""""]",0
259,52,4,"""我""是什么时候提交论文的？","[""提前一个星期"", ""提前一个月"", ""最后一天凌晨三点"", ""完全没有按时提交""]",2
260,52,5,"这段写论文的经历让""我""学会了什么？","[""论文没有任何意义"", ""应该依赖别人完成任务"", ""以后不会再做研究"", ""独立完成长期而复杂的任务""]",3
261,53,1,"""我""的兼职工作主要负责什么？","[""打扫卫生"", ""收银"", ""点单和制作饮品"", ""管理员工""]",2
262,53,2,"工作第一个星期，""我""遇到了什么问题？","[""手忙脚乱，还弄坏了咖啡机"", ""完全没有问题"", ""迟到了很多次"", ""和同事吵架了""]",0
263,53,3,"店长对""我""弄坏咖啡机的态度是什么？","[""直接辞退了\""我\"""", ""没有生气，耐心教\""我\""并安慰\""我\"""", ""非常生气，责怪\""我\"""", ""让\""我\""赔偿损失""]",1
264,53,4,这份兼职工作做了多长时间？,"[""一年"", ""半年"", ""一个星期"", ""两个月""]",3
265,53,5,"这段经历让""我""明白了什么？","[""工作中不能犯任何错误"", ""兼职工作没有意义"", ""应该避免和客人交流"", ""犯错不可怕，可怕的是不敢承认和改进""]",3
266,54,1,这个项目最初面临什么困难？,"[""时间紧、任务重，一个月要完成两个月的工作量"", ""客户要求太简单"", ""预算不够"", ""没有人愿意参与""]",0
267,54,2,为了赶上进度，团队做了什么？,"[""直接放弃了部分任务"", ""每个人各自独立工作，互不干涉"", ""请了很多新员工"", ""重新分配工作，每天开会沟通""]",3
268,54,3,同事生病请假时，团队是怎么处理的？,"[""没有人管这件事"", ""其他人主动分担了他的工作"", ""取消了这个项目"", ""项目因此延误了""]",1
269,54,4,这个项目最后的结果怎么样？,"[""没有按时完成"", ""中途被取消了"", ""按时完成，质量得到客户认可"", ""完成了但质量很差""]",2
270,54,5,"这次经历让""我""体会到了什么？","[""团队合作没有意义"", ""一个人工作效率更高"", ""沟通顺畅、互相配合能完成看似不可能的任务"", ""时间紧的项目不应该接""]",2
271,55,1,"这个学期""我""面临什么样的情况？","[""完全不需要复习"", ""选了难课，复习内容还有一大半没看完"", ""提前很久就复习完了"", ""课程都很简单""]",1
272,55,2,"""我""是怎么提高复习效率的？","[""一个人闷头复习"", ""和同学组成学习小组，互相讲解"", ""完全不复习"", ""请老师单独辅导""]",1
273,55,3,学习小组遇到难题时会怎么做？,"[""讨论到很晚，互相讲解"", ""直接跳过不管"", ""各自放弃"", ""抄别人的答案""]",0
274,55,4,"考试周结束后，""我""的状态是怎样的？","[""完全没有收获"", ""生病住院了"", ""瘦了，很疲惫，但成绩比预想的好"", ""完全没有变化""]",2
275,55,5,"这段经历让""我""明白了什么？","[""一群人一起努力比单打独斗更有效率"", ""学习小组浪费时间"", ""一个人复习效率更高"", ""考试没有必要认真准备""]",0
276,56,1,作者对社交网络的态度经历了什么变化？,"[""从不喜欢到喜欢"", ""完全没有变化"", ""从喜欢到完全排斥"", ""从习惯使用到重新思考它的影响""]",3
277,56,2,作者认为社交网络带来的问题是什么？,"[""容易把自己和别人比较，产生焦虑"", ""影响视力"", ""让人变得不爱说话"", ""浪费太多钱""]",0
278,56,3,作者是否建议完全放弃社交网络？,"[""不是，建议更有意识地使用"", ""没有明确表态"", ""建议增加使用时间"", ""是的，建议完全放弃""]",0
279,56,4,作者提到网上看到的内容有什么特点？,"[""往往只是别人生活中最好的一面"", ""都是虚假信息"", ""没有任何参考价值"", ""完全真实，代表全部生活""]",0
280,56,5,文章最后想表达的观点是什么？,"[""每个人都应该多用社交网络"", ""社交网络没有任何用处"", ""社交网络应该被禁止"", ""应该理性看待社交网络上的信息""]",3
281,57,1,作者一个人生活了多长时间？,"[""一年"", ""从小就一个人生活"", ""十年"", ""快五年""]",3
282,57,2,身边人一开始对作者一个人生活有什么担心？,"[""担心会孤单，遇到不方便的事没人帮忙"", ""觉得会花很多钱"", ""担心会变懒"", ""担心找不到工作""]",0
283,57,3,一个人生活让作者感到无助的情况是什么？,"[""找不到房子"", ""工作太忙"", ""生病发烧的时候"", ""没有朋友""]",2
284,57,4,作者认为一个人生活的好处是什么？,"[""可以按自己的节奏生活，有更多时间思考"", ""完全没有好处"", ""可以省很多钱"", ""不用工作""]",0
285,57,5,作者对一个人生活这件事的整体看法是什么？,"[""只是暂时的状态，没有意义"", ""一定是孤独可怜的"", ""让自己更了解自己，更独立坚强"", ""完全不推荐""]",2
286,58,1,作者是从什么时候开始养成读书习惯的？,"[""从小就有这个习惯"", ""工作以后，利用通勤时间"", ""退休以后"", ""上大学之前""]",1
287,58,2,作者刚开始读书时喜欢读什么样的书？,"[""只读漫画"", ""完全不读书"", ""小说和散文"", ""跟工作相关的\""有用\""的书""]",3
288,58,3,后来作者的阅读喜好发生了什么变化？,"[""只读工作相关的书"", ""更喜欢读看起来\""没什么用\""的小说散文"", ""完全不再读书"", ""只读别人推荐的书""]",1
289,58,4,"作者认为""没什么用""的书能带来什么？","[""完全没有价值"", ""让人变得更焦虑"", ""只是浪费时间"", ""情绪上的放松和新的看待问题的角度""]",3
290,58,5,文章最后表达的观点是什么？,"[""只应该读专业书籍"", ""看不见摸不着的收获也很珍贵"", ""读书必须要有立刻见效的用处"", ""读书是浪费时间的事""]",1
291,59,1,作者以前是怎么解决一日三餐的？,"[""完全不吃饭"", ""靠外卖和方便食品，不太考虑营养"", ""只吃水果"", ""每天认真做饭""]",1
292,59,2,作者是因为什么开始重视饮食健康的？,"[""体检发现血脂偏高，医生建议调整饮食"", ""家人要求"", ""朋友建议"", ""看到网上的文章""]",0
293,59,3,作者调整饮食后遇到了什么困难？,"[""觉得自己做的菜不如外卖好吃，也花时间精力"", ""找不到食材"", ""家人反对"", ""完全没有困难""]",0
294,59,4,坚持健康饮食几个月后，作者发生了什么变化？,"[""没有任何变化"", ""变瘦了很多"", ""变得不喜欢吃饭"", ""体检指标恢复正常，精神状态变好""]",3
295,59,5,作者认为健康饮食的关键是什么？,"[""在美食和健康之间找到平衡点"", ""完全放弃美食"", ""完全不能吃外卖"", ""只吃水果蔬菜""]",0
296,60,1,作者以前遇到的问题是什么？,"[""完全没有事情做"", ""不喜欢工作"", ""睡眠时间太多"", ""感觉时间不够用，计划的事情做不完""]",3
297,60,2,作者反思后认为问题出在哪里？,"[""时间太少"", ""身边人太多打扰"", ""不知道怎么合理安排时间"", ""工作能力不够""]",2
298,60,3,作者用什么方法改善时间管理？,"[""完全不做计划"", ""请别人帮忙安排"", ""每晚花十分钟列出第二天的事，排优先顺序"", ""减少睡眠时间""]",2
299,60,4,坚持时间管理后，作者有什么变化？,"[""放弃了所有计划"", ""完成计划效率提高，晚上有更多休息时间"", ""完全没有变化"", ""变得更忙了""]",1
300,60,5,作者认为时间管理的核心是什么？,"[""把每一分钟都填满任务"", ""应该同时做很多事情"", ""分辨轻重缓急，把精力用在重要的事情上"", ""完全不需要休息""]",2
301,61,1,作者一开始为什么犹豫要不要养宠物？,"[""家人反对"", ""经济条件不允许"", ""不喜欢动物"", ""担心没有足够时间精力照顾""]",3
302,61,2,作者是怎么开始养宠生活的？,"[""朋友送的"", ""特意去买了一只名贵的狗"", ""捡到的"", ""因为特殊机会收养了一只被遗弃的小狗""]",3
303,61,3,养宠物后，作者的生活发生了什么变化？,"[""完全没有变化"", ""变得更自由了"", ""花的钱变少了"", ""生活规律改变，不再经常在外聚会到很晚""]",3
304,61,4,每天下班回家，小狗会做什么？,"[""完全不理作者"", ""摇着尾巴跑过来迎接"", ""到处捣乱"", ""一直在睡觉""]",1
305,61,5,这段养宠经历让作者明白了什么？,"[""养宠物太辛苦，不推荐"", ""应该养更多宠物"", ""养宠物没有任何好处"", ""承担责任的同时，生活也多了牵挂和温暖""]",3
306,62,1,作者以前对旅行的意义有什么样的疑问？,"[""认为旅行只是为了拍照"", ""怀疑花那么多时间金钱旅行有什么意义"", ""觉得旅行非常重要"", ""完全没有疑问""]",1
307,62,2,作者认为旅行的意义不在于什么？,"[""遇到的人和事"", ""打卡景点、拍照"", ""用新眼光看世界"", ""改变自己""]",1
308,62,3,作者在旅途中遇到了什么困难？,"[""丢了行李"", ""语言不通、路线不熟"", ""生病了"", ""完全没有遇到困难""]",1
309,62,4,"这些旅途中的""不顺利""给作者带来了什么？","[""浪费了很多钱"", ""只有痛苦，没有收获"", ""让作者不想再旅行"", ""学会冷静解决问题，遇到愿意帮助的陌生人""]",3
310,62,5,作者最后认为旅行真正的价值在于什么？,"[""花了多少钱"", ""目的地本身"", ""拍了多少照片"", ""路上遇到的人和事，以及改变的自己""]",3
311,63,1,作者最初以为搬家是什么样的事情？,"[""非常复杂，需要很长时间"", ""只是把东西从一个地方挪到另一个地方"", ""完全不需要花时间准备"", ""一件让人非常伤心的事""]",1
312,63,2,打包过程中，作者的心情发生了什么变化？,"[""因为翻出旧物而不断停下来回忆"", ""因为太累而生气"", ""一直很平静"", ""完全没有情绪波动""]",0
313,63,3,原计划打包需要多长时间？,"[""一个星期"", ""一天"", ""一个月"", ""两天""]",3
314,63,4,作者对离开老房子的心情是怎样的？,"[""后悔搬家"", ""有些不舍"", ""非常开心，没有留恋"", ""完全无所谓""]",1
315,63,5,"文章最后作者认为""家""是什么？","[""只是四面墙壁"", ""一种社会地位的象征"", ""一个投资"", ""我们在其中度过的时间本身""]",3
316,64,1,"在""那件小事""发生之前，""我""和邻居的关系是怎样的？","[""几乎没有交流，只是点头打招呼"", ""完全不认识"", ""经常吵架"", ""非常亲密""]",0
317,64,2,"那天晚上""我""遇到了什么麻烦？","[""生病了"", ""迷路了"", ""忘带钥匙，爱人还没到家"", ""手机没电了""]",2
318,64,3,"王阿姨为什么邀请""我""去她家？","[""看到\""我\""不知所措，主动帮忙"", ""因为要一起做饭"", ""因为想借东西"", ""因为要还钱""]",0
319,64,4,从那以后，楼道里发生了什么变化？,"[""邻居之间开始有了更多温暖的互动"", ""大家还是像以前一样疏远"", ""大家搬走了"", ""小区变得更安静了""]",0
320,64,5,这篇文章主要想表达什么？,"[""一个人生活比较好"", ""城市生活让人与人之间无法产生温情"", ""只要愿意迈出一步，邻里之间的温情并不难找到"", ""邻居关系不重要""]",2
321,65,1,"停电发生时，""我""正在做什么？","[""做饭"", ""赶报告"", ""睡觉"", ""看电视""]",1
322,65,2,停电以后，小区居民做了什么？,"[""打电话投诉"", ""立刻搬走了"", ""都待在家里生气"", ""纷纷走出家门，聚在一起聊天""]",3
323,65,3,"""我""和对门邻居聊了什么？","[""只聊了天气"", ""各自的工作、家乡和小时候的回忆"", ""完全没有交流"", ""只是抱怨停电""]",1
324,65,4,停电大概持续了多长时间？,"[""一整晚"", ""三个小时"", ""两天"", ""一个小时""]",1
325,65,5,"这场停电让""我""重新思考了什么？","[""科技的便利可能让人们疏远了真实的联系"", ""应该搬家"", ""应该买发电机"", ""邻居都很讨厌""]",0
326,66,1,"朋友送陶艺体验课的礼券是希望""我""做什么？","[""结交更多朋友"", ""从忙碌中抽身，尝试慢下来"", ""赚更多钱"", ""提高工作效率""]",1
327,66,2,"""我""第一次拉坯时遇到了什么问题？","[""完全没有问题"", ""时间不够"", ""泥团总是变形或塌陷"", ""老师不教""]",2
328,66,3,老师认为陶艺最考验什么？,"[""视力"", ""力气"", ""心态，太急躁泥就会失去平衡"", ""记忆力""]",2
329,66,4,"""我""最终做出的杯子怎么样？","[""非常完美"", ""失败了"", ""卖掉了"", ""虽不完美但完全属于自己""]",3
330,66,5,"陶艺对""我""来说意味着什么？","[""只是一种消遣"", ""一种修心的过程，找回生活节奏"", ""浪费时间的事"", ""赚钱的手艺""]",1
331,67,1,父亲住院的原因是什么？,"[""意外骨折"", ""感冒"", ""手术"", ""心脏病""]",0
332,67,2,"照顾父亲的责任为什么落在""我""身上？","[""\""我\""是家里唯一在同一座城市工作的孩子"", ""\""我\""最有钱"", ""父亲只信任\""我\"""", ""其他家人拒绝了""]",0
333,67,3,"一开始""我""以为照顾父亲只是什么样的辛苦？","[""心理上的"", ""完全没有辛苦"", ""体力上的"", ""经济上的""]",2
334,67,4,"隔壁病床家属提醒""我""什么？","[""要辞职"", ""要先照顾好自己，才有力气照顾别人"", ""要多赚钱"", ""要换医院""]",1
335,67,5,"这段经历让""我""明白了什么道理？","[""照顾家人是自私的表现"", ""不应该照顾生病的家人"", ""照顾别人之前要先照顾好自己"", ""应该请护工，不用自己照顾""]",2
336,68,1,"出发之前，朋友们对""我""独自旅行有什么反应？","[""表示不理解，觉得孤单甚至危险"", ""完全没有反应"", ""都非常支持"", ""要求一起去""]",0
337,68,2,独自旅行的好处是什么？,"[""可以认识更多人"", ""花费更少"", ""更安全"", ""可以完全按照自己的节奏安排行程""]",3
338,68,3,"一开始""我""感到不适应的原因是什么？","[""语言不通"", ""天气不好"", ""迷路了"", ""身边没有熟悉的人，尤其一个人吃饭时""]",3
339,68,4,"渐渐地""我""开始注意到什么？","[""旅行的花费"", ""交通问题"", ""天气变化"", ""平时容易被忽略的细节""]",3
340,68,5,"独自旅行给""我""带来了什么？","[""重新认识自己的机会"", ""只是一段风景"", ""后悔的经历"", ""更多的疲惫""]",0
341,69,1,作者一开始以为带父母旅行会怎么样？,"[""父母会完全不参与"", ""会非常困难"", ""会花很多钱"", ""会很轻松""]",3
342,69,2,在机场，父母表现出什么样的态度？,"[""抱怨行李太重"", ""完全不在意"", ""想要提前回国"", ""格外谨慎，反复确认""]",3
343,69,3,作者一开始对父母反复提问的反应是什么？,"[""很耐心地一一解答"", ""完全没有注意到"", ""有些不耐烦"", ""觉得很有意思""]",2
344,69,4,迷路的时候，父亲是什么反应？,"[""非常生气"", ""一句话也没说"", ""安慰作者，说迷路也是旅行的一部分"", ""责怪作者安排不周""]",2
345,69,5,这次旅行让作者明白了什么？,"[""应该把行程排得更满"", ""以后不会再带父母旅行"", ""父母更在意能否和自己在一起"", ""出国旅行很麻烦""]",2
346,70,1,"""我""这次回到这座城市的原因是什么？","[""搬家"", ""参加同学聚会"", ""出差，有空闲时间"", ""旅游""]",2
347,70,2,学校门口的小面馆现在变成了什么？,"[""一家书店"", ""还在原地"", ""一片空地"", ""一家连锁咖啡店""]",3
348,70,3,哪个地方几乎没有变化？,"[""校门口"", ""商业街"", ""小吃摊"", ""图书馆后面的小树林""]",3
349,70,4,"""我""在小树林里做了什么？","[""坐在长椅上回忆过去"", ""拍照发朋友圈"", ""打电话给朋友"", ""立刻离开了""]",0
350,70,5,"文章最后""我""对这次重游有什么感受？","[""完全没有感觉"", ""后悔回来"", ""觉得一切都很陌生，毫无意义"", ""城市变化很大，但没变的地方格外珍贵""]",3
351,71,1,"""我""是在旅行的第几天迷路的？","[""第三天"", ""第一天"", ""第二天"", ""最后一天""]",0
352,71,2,"""我""迷路以后，为什么无法用地图应用定位？","[""手机坏了"", ""忘记带手机"", ""没有开通当地网络"", ""电量不够""]",2
353,71,3,"""我""向路人问路，得到的反应大多是什么？","[""生气地拒绝"", ""打电话报警"", ""热情地带路"", ""一脸茫然地摇头""]",3
354,71,4,骑自行车的老人做了什么？,"[""只是指了个方向"", ""直接走开了"", ""陪\""我\""走了将近二十分钟，送到地铁站"", ""报了警""]",2
355,71,5,"这次迷路经历最终让""我""体会到了什么？","[""陌生人都不可信"", ""独自旅行太危险，不应该再去"", ""应该一直依赖手机"", ""即使语言不通，人与人之间依然可以通过善意彼此理解""]",3
356,72,1,"""我""参加徒步活动之前，对难度的判断是怎样的？","[""根本没有考虑难度"", ""低估了难度"", ""高估了难度"", ""完全了解，做好了准备""]",1
357,72,2,第二天遇到了什么困难？,"[""队伍走散了"", ""下雨，山路湿滑，队伍产生放弃念头"", ""食物不够"", ""迷路了""]",1
358,72,3,向导在困难时刻做了什么？,"[""自己先走了"", ""放慢脚步鼓励大家，讲解安全走法"", ""什么也没做"", ""直接下令撤退""]",1
359,72,4,"登上最高点时，""我""的感受是怎样的？","[""之前的疲惫和放弃念头都变得微不足道"", ""后悔参加"", ""没有特别的感受"", ""依然很痛苦""]",0
360,72,5,"这次徒步给""我""最重要的收获是什么？","[""坚持下去往往能到达意想不到的高度"", ""只是体力上的锻炼"", ""认识了很多新朋友"", ""以后再也不徒步了""]",0
361,73,1,"""我""从萌生辞职想法到真正行动，犹豫了多久？","[""将近半年"", ""一个月"", ""三年"", ""一个星期""]",0
362,73,2,"让""我""下决心辞职的直接原因是什么？","[""工资太低"", ""家人要求"", ""和经理谈话后感觉可能会一直原地踏步"", ""被公司开除""]",2
363,73,3,"提交辞职信那天，""我""的心情是怎样的？","[""既有轻松感，也有对未知的不安"", ""只有轻松，没有别的感受"", ""非常后悔"", ""完全没有感觉""]",0
364,73,4,离职当天同事做了什么？,"[""立刻换掉了\""我\""的工位"", ""批评\""我\""的决定"", ""没有任何反应"", ""请\""我\""吃饭，希望保持联系""]",3
365,73,5,"这次辞职让""我""明白了什么？","[""应该一直待在同一家公司"", ""真正阻碍改变的往往是自己对\""稳定\""的依恋"", ""换工作是错误的决定"", ""辞职一定会后悔""]",1
366,74,1,"答辩前两个月，""我""的生活状态是怎样的？","[""去旅行放松"", ""完全没有准备"", ""几乎每天泡在图书馆，忙到深夜"", ""十分轻松""]",2
367,74,2,答辩过程中发生了什么意外？,"[""设备出了故障"", ""评审老师问到\""我\""忽略的角度，一时脑子空白"", ""迟到了"", ""完全没有问题""]",1
