level,hanzi,pinyin,meaning_ja
5,执行,zhíxíng,実行
5,众多,zhòngduō,多数
5,中毒,zhòngdú,中毒になる、（食べ物に）あたる（また「（コンピューターが）ウイルスに感染する」の意でも使う）
5,注册,zhùcè,登録
5,助理,zhùlǐ,アシスタント（職名・役職）
5,注射,zhùshè,注射
5,注视,zhùshì,注視
5,助手,zhùshǒu,アシスタント（作業の補助）
5,注重,zhùzhòng,重視
5,竹子,zhúzi,竹
5,摘,zhāi,摘む、摘み取る（動詞用法）
5,招生,zhāoshēng,学生募集
5,招手,zhāoshǒu,手を振る
5,真诚,zhēnchéng,誠実
5,珍贵,zhēnguì,貴重な
5,争议,zhēngyì,論争
5,真理,zhēnlǐ,真理
5,真相,zhēnxiàng,真相
5,珍惜,zhēnxī,大切にする
5,珍珠,zhēnzhū,真珠
5,诊断,zhěnduàn,診断
5,支出,zhīchū,支出
5,之内,zhīnèi,～以内
5,支配,zhīpèi,支配する（また「（感情・時間を）コントロールする」の意でも使う）
5,之外,zhīwài,～以外
5,之下,zhīxià,～の下
5,终点,zhōngdiǎn,終点
5,中断,zhōngduàn,中断
5,中秋节,zhōngqiūjié,中秋節
5,终身,zhōngshēn,終身
5,中药,zhōngyào,漢方薬
5,中央,zhōngyāng,中央
5,终止,zhōngzhǐ,終了
5,周期,zhōuqī,周期
5,涨,zhǎng,上昇
5,涨价,zhǎngjià,値上げ
5,掌握,zhǎngwò,把握
5,展览,zhǎnlǎn,展覧会
5,展示,zhǎnshì,展示する、見せる（また「（能力などを）発揮する」の意でも使う）
5,展现,zhǎnxiàn,披露
5,指标,zhǐbiāo,指標
5,只不过,zhǐbúguò,ただ
5,指甲,zhǐjia,爪
5,只见,zhǐjiàn,ただ見られる
5,指示,zhǐshì,指示する（動詞用法が非常によく使われる）、指示
5,指责,zhǐzé,非難
5,主办,zhǔbàn,主催
5,主导,zhǔdǎo,主導
5,主观,zhǔguān,主観
5,主管,zhǔguǎn,主管する（動詞）、責任者・担当者（名詞、例：部門のマネージャー）
5,主体,zhǔtǐ,主体
5,醉,zuì,酔い
5,在场,zàichǎng,現場
5,在内,zàinèi,内部
5,再也,zàiyě,二度と
5,赠,zèng,贈
5,赠送,zèngsòng,贈呈
5,自豪,zìháo,誇り
5,自杀,zìshā,自殺
5,自愿,zìyuàn,自発的
5,灾,zāi,災
5,灾害,zāihài,災害
5,灾难,zāinàn,大災害
5,灾区,zāiqū,被災地
5,糟,zāo,ひどい
5,糟糕,zāogāo,最悪
5,增,zēng,増
5,增产,zēngchǎn,増産
5,增多,zēngduō,増加
5,增大,zēngdà,拡大
5,增强,zēngqiáng,強化
5,资本,zīběn,資本
5,资产,zīchǎn,資産
5,资助,zīzhù,助成
5,尊敬,zūnjìng,敬意
5,遵守,zūnshǒu,遵守
5,早期,zǎoqī,初期
5,紫,zǐ,紫
5,子弹,zǐdàn,弾丸
5,总裁,zǒngcái,社長
5,总数,zǒngshù,合計
5,总算,zǒngsuàn,ようやく
5,总体,zǒngtǐ,全体
5,组织,zǔzhī,組織
5,阻碍,zǔ’ài,妨げ
5,岸,àn,岸、岸辺
5,按摩,ànmó,マッサージ
5,岸上,ànshàng,岸辺
5,二维码,èrwéimǎ,QRコード
5,儿女,érnǚ,子供
5,安慰,ānwèi,慰め
5,耳朵,ěrduo,耳
5,偶然,ǒurán,偶然
5,偶像,ǒuxiàng,アイドル
6,便,biàn,便利
6,遍地,biàndì,至る所
6,变更,biàngēng,変更
6,变换,biànhuàn,変換
6,便是,biànshì,つまり
6,变形,biànxíng,変形
6,边缘,biānyuán,端
6,编制,biānzhì,編成
6,扁,biǎn,平ら
6,表面上,biǎomiànshàng,表面的には
6,罢工,bàgōng,ストライキ
6,罢了,bàle,もういい
6,傍晚,bàngwǎn,夕方
6,半决赛,bànjuésài,準決勝
6,办事处,bànshìchù,事務所
6,办学,bànxué,学校運営
6,爆,bào,爆発
6,爆发,bàofā,発生
6,暴风雨,bàofēngyǔ,嵐
6,报刊,bàokān,新聞・雑誌
6,暴力,bàolì,暴力
6,暴露,bàolù,さらす、露出する、明らかになる（また日本語同様「（秘密を）暴露する」の意でも使う）
6,暴雨,bàoyǔ,豪雨
6,爆炸,bàozhà,爆発
6,白领,báilǐng,ホワイトカラー
6,被告,bèigào,被告
6,背心,bèixīn,ベスト
6,背着,bèizhe,背負って
6,闭,bì,閉
6,必将,bìjiāng,必ず
6,病房,bìngfáng,病室
6,病情,bìngqíng,病状
6,必修,bìxiū,必修
6,不成,bùchéng,うまくいかない
6,部队,bùduì,部隊
6,不禁,bùjīn,思わず
6,不仅仅,bùjǐnjǐn,ただそれだけではない
6,布满,bùmǎn,満ちている
6,不通,bùtōng,通じない
6,不值,bùzhí,価値がない
6,不怎么,bùzěnme,あまり
6,不怎么样,bùzěnmeyàng,大したことない
6,不见,bújiàn,見えない
6,不料,búliào,まさか
6,不至于,búzhìyú,そこまでではない
6,不再,búzài,もう二度と
6,悲惨,bēicǎn,悲惨
6,奔跑,bēnpǎo,走る
6,本,běn,この、元々（代名詞・副詞用法、例：本人・本来）
6,本地,běndì,地元
6,本期,běnqī,今期
6,本身,běnshēn,それ自体
6,本土,běntǔ,本土、現地（文脈により指す範囲が変わる場合がある）
6,本质,běnzhì,本質
6,逼,bī,迫る
6,播,bō,放送
6,波动,bōdòng,変動
6,拨打,bōdǎ,電話をかける
6,波浪,bōlàng,波
6,百分点,bǎifēndiǎn,パーセントポイント
6,保健,bǎojiàn,保健
6,捕,bǔ,捕まえる
6,补课,bǔkè,補講
6,补考,bǔkǎo,追試験
6,补习,bǔxí,補習
6,补助,bǔzhù,補助金
6,串,chuàn,串刺しにする、〜串（動詞・量詞用法）
6,创办,chuàngbàn,設立
6,创建,chuàngjiàn,作成
6,创意,chuàngyì,アイデア
6,传出,chuánchū,伝えられる
6,传媒,chuánméi,メディア
6,传输,chuánshū,伝送
6,船员,chuányuán,乗組員
6,传言,chuányán,噂
6,船只,chuánzhī,船舶
6,船长,chuánzhǎng,船長
6,窗口,chuāngkǒu,ウィンドウ
6,畅通,chàngtōng,円滑
6,查出,cháchū,発見
6,长短,chángduǎn,長短
6,常规,chángguī,通常の
6,长假,chángjià,長期休暇
6,长久,chángjiǔ,長期
6,常年,chángnián,通年の
6,长跑,chángpǎo,長距離走
6,长远,chángyuǎn,長期的な
6,撤离,chèlí,避難
6,撤销,chèxiāo,取り消し
6,成,chéng,〜割（10分の1を表す量詞、例：三成＝3割）
6,成分,chéngfèn,成分
6,承诺,chéngnuò,約束
6,成品,chéngpǐn,完成品
6,城区,chéngqū,市街地
6,城乡,chéngxiāng,都市と農村
6,城镇,chéngzhèn,町
6,持有,chíyǒu,保有
6,崇拜,chóngbài,崇拝
6,重建,chóngjiàn,再建
6,重组,chóngzǔ,再編
6,处处,chùchù,至る所
6,处长,chùzhǎng,課長
6,除,chú,除く、取り除く（動詞用法。「除了」＝〜を除いて）
6,拆迁,chāiqiān,立ち退き
6,昌盛,chāngshèng,繁栄
6,超,chāo,超える、超〜（接頭辞、例：超市＝スーパー）
6,超出,chāochū,超える
6,差异,chāyì,差異
6,车号,chēhào,車番
6,撑,chēng,支える
6,车牌,chēpái,ナンバープレート
6,车展,chēzhǎn,モーターショー
6,冲,chōng,突撃
6,冲击,chōngjī,衝撃
6,出场,chūchǎng,登場
6,出动,chūdòng,出動
6,初等,chūděng,初等の（例：初等教育、初等数学）
6,出访,chūfǎng,訪問
6,出路,chūlù,活路
6,出面,chūmiàn,前面に立つ
6,出名,chūmíng,有名になる
6,出入,chūrù,出入り
6,出事,chūshì,事故
6,出台,chūtái,発表
6,场地,chǎngdì,会場
6,场馆,chǎngguǎn,施設
6,场景,chǎngjǐng,シーン
6,厂商,chǎngshāng,メーカー
6,产量,chǎnliàng,生産量
6,炒,chǎo,投機
6,炒股,chǎogǔ,株式投資
6,炒作,chǎozuò,誇大宣伝
6,宠物,chǒngwù,ペット
6,储存,chǔcún,保管
6,藏,cáng,隠す
6,残疾,cánjí,障害
6,残疾人,cánjírén,障害者
6,残酷,cánkù,残酷
6,侧,cè,側面
6,测定,cèdìng,測定
6,策划,cèhuà,企画
6,策略,cèlüè,戦略
6,层面,céngmiàn,レベル
6,次数,cìshù,回数
6,从不,cóngbù,決して
6,从没,cóngméi,一度も
6,醋,cù,酢
6,餐,cān,食事
6,仓库,cāngkù,倉庫
6,参展,cānzhǎn,出展する
6,操纵,cāozòng,操作
6,村庄,cūnzhuāng,村
6,踩,cǎi,踏む
6,采纳,cǎinà,採用する
6,惨,cǎn,悲惨な、むごい
6,此处,cǐchù,ここ
6,此前,cǐqián,以前
6,此事,cǐshì,この件
6,此致,cǐzhì,敬具
6,电车,diànchē,電車
6,电动,diàndòng,電動
6,电力,diànlì,電力
6,电器,diànqì,電気製品
6,吊,diào,吊るす
6,调研,diàoyán,調査
6,跌,diē,転ぶ
6,对抗,duìkàng,対抗
6,队伍,duìwu,隊列
6,对外,duìwài,対外
6,夺,duó,奪う
6,夺取,duóqǔ,奪取
6,端,duān,端、はし（また「端正＝きちんとした」の意も）
6,端午节,duānwǔjié,端午の節句
6,多半,duōbàn,多くの場合
6,多方面,duōfāngmiàn,多方面
6,多媒体,duōméitǐ,マルチメディア
6,短片,duǎnpiàn,短編
6,大道,dàdào,大通り
6,大街,dàjiē,大通り
6,大力,dàlì,力強く
6,大米,dàmǐ,米
6,档,dàng,ファイル
6,当作,dàngzuò,～として扱う
6,档案,dàng’àn,ファイル
6,诞生,dànshēng,誕生
6,盗版,dàobǎn,海賊版
6,道教,dàojiào,道教
6,到期,dàoqī,期限切れ
6,大批,dàpī,大量
6,大师,dàshī,巨匠
6,大使,dàshǐ,大使
6,地板,dìbǎn,床
6,地名,dìmíng,地名
6,定价,dìngjià,価格設定
6,定时,dìngshí,タイマー
6,定位,dìngwèi,位置情報
6,地下室,dìxiàshì,地下室
6,动画,dònghuà,アニメーション
6,斗争,dòuzhēng,闘争
6,渡,dù,渡る、渡す（動詞用法）
6,毒品,dúpǐn,麻薬
6,搭,dā,乗る
6,搭档,dādàng,相棒
6,待会儿,dāihuìr,後ほど
6,单打,dāndǎ,シングル
6,当成,dāngchéng,～と見なす
6,当天,dāngtiān,当日
6,担忧,dānyōu,懸念
6,搭配,dāpèi,組み合わせ
6,滴,dī,滴る、しずく（動詞・量詞用法）
6,低头,dītóu,うつむく
6,蹲,dūn,しゃがむ
6,都市,dūshì,都市
6,打断,dǎduàn,遮る
6,打动,dǎdòng,感動させる
6,打发,dǎfa,生クリームを泡立てる
6,打官司,dǎguānsi,訴訟を起こす
6,党,dǎng,党、政党
6,岛,dǎo,島
6,打牌,dǎpái,トランプをする
6,打造,dǎzào,作り上げる
6,抵达,dǐdá,到着
6,抵抗,dǐkàng,抵抗
6,赌,dǔ,賭け
6,赌博,dǔbó,ギャンブル
6,犯,fàn,犯す、違反する（動詞用法）
6,犯规,fànguī,反則
6,犯罪,fànzuì,犯罪
6,防范,fángfàn,防犯
6,房价,fángjià,住宅価格
6,防守,fángshǒu,守備
6,凡是,fánshì,あらゆる
6,繁殖,fánzhí,繁殖
6,肺,fèi,肺
6,奉献,fèngxiàn,献身
6,愤怒,fènnù,怒り
6,佛,fó,仏
6,佛教,fójiào,仏教
6,负,fù,負
6,副,fù,〜な様子をした（形容詞用法、例：一副着急的样子）
6,副,fù,〜組、〜そろい（対になったものを数える量詞、例：一副眼镜）
6,妇女,fùnǚ,女性
6,富人,fùrén,金持ち
6,复苏,fùsū,回復
6,富有,fùyǒu,裕福
6,服,fú,服従する、（薬を）飲む（動詞用法。「衣服」の服とは別の用法）
6,浮,fú,浮く、浮かぶ（動詞用法）
6,发病,fābìng,発症
6,发电,fādiàn,発電
6,发放,fāfàng,配布
6,番,fān,回、〜回（量詞・回数を表す用法、例：说一番话＝一通り話す）
6,番茄,fānqié,トマト
6,发怒,fānù,激怒
6,发起,fāqǐ,発起
6,发炎,fāyán,炎症
6,发言人,fāyánrén,スポークスパーソン
6,飞船,fēichuán,宇宙船
6,飞行员,fēixíngyuán,パイロット
6,风暴,fēngbào,嵐
6,峰会,fēnghuì,サミット
6,分工,fēngōng,分業
6,分裂,fēnliè,分裂
6,仿佛,fǎngfú,まるで
6,反抗,fǎnkàng,反抗
6,反问,fǎnwèn,反問
6,反响,fǎnxiǎng,反響
6,法庭,fǎtíng,法廷
6,法语,fǎyǔ,フランス語
6,跪,guì,ひざまずく
6,过渡,guòdù,移行
6,过后,guòhòu,その後
6,过时,guòshí,時代遅れ
6,国产,guóchǎn,国産
6,国歌,guógē,国歌
6,国会,guóhuì,国会、議会（各国の議会を指す一般名詞としても使う）
6,国旗,guóqí,国旗
6,国王,guówáng,国王
6,刮,guā,削る
6,光辉,guānghuī,輝き
6,观光,guānguāng,観光
6,关联,guānlián,関連
6,官司,guānsi,訴訟
6,关爱,guānài,思いやり
6,拐,guǎi,曲がり角
6,管道,guǎndào,パイプライン
6,广阔,guǎngkuò,広大
6,轨道,guǐdào,軌道
6,果酱,guǒjiàng,ジャム
6,果树,guǒshù,果樹
6,更是,gèngshì,さらに
6,革新,géxīn,革新
6,贡献,gòngxiàn,貢献
6,构建,gòujiàn,構築
6,顾,gù,顧
6,故障,gùzhàng,故障
6,肝,gān,肝臓（また「肝っ玉」のように度胸の意も）
6,杆,gān,棒
6,刚好,gānghǎo,ちょうど
6,干涉,gānshè,干渉
6,高层,gāocéng,上層部
6,高档,gāodàng,高級
6,高等,gāoděng,高等
6,高峰,gāofēng,ピーク
6,高科技,gāokējì,ハイテク
6,高手,gāoshǒu,達人
6,歌唱,gēchàng,歌唱
6,歌词,gēcí,歌詞
6,歌星,gēxīng,歌手
6,公,gōng,公の、公平な（また動物の「オス」の意も）
6,宫,gōng,宮
6,公鸡,gōngjī,雄鶏
6,攻击,gōngjī,攻撃
6,供给,gōngjǐ,供給
6,工商,gōngshāng,商工
6,公众,gōngzhòng,大衆
6,公主,gōngzhǔ,王女
6,公安,gōngān,警察、公安（機関）（日本語の「公安」より意味が広く、通常の警察全般を指す）
6,孤独,gūdú,孤独
6,姑姑,gūgu,叔母
6,孤儿,gūér,孤児
6,改装,gǎizhuāng,改造
6,赶不上,gǎnbúshàng,追いつけない
6,港口,gǎngkǒu,港
6,岗位,gǎngwèi,職場
6,赶忙,gǎnmáng,急いで
6,敢于,gǎnyú,敢えて
6,稿子,gǎozi,原稿
6,巩固,gǒnggù,強化
6,股,gǔ,株
6,古典,gǔdiǎn,古典
6,股东,gǔdōng,株主
6,股票,gǔpiào,株式
6,化解,huàjiě,解消
6,幻想,huànxiǎng,幻想
6,患者,huànzhě,患者
6,皇帝,huángdì,皇帝
6,绘画,huìhuà,絵画
6,会见,huìjiàn,面会
6,会长,huìzhǎng,会長
6,回应,huíyìng,応答
6,活跃,huóyuè,活発
6,花费,huāfèi,費用
6,花瓶,huāpíng,花瓶（また比喩的に「見た目だけで実力のない人」の意でも使うことがある）
6,花生,huāshēng,ピーナッツ
6,毁,huǐ,破壊
6,火箭,huǒjiàn,ロケット
6,好学,hàoxué,学問好きな、勉強熱心な
6,横,héng,横暴
6,衡量,héngliáng,比較検討する、はかりにかける（日本語では「衡量」という言葉はあまり使われないため意訳）
6,和谐,héxié,調和
6,核心,héxīn,核心
6,合约,héyuē,契約
6,宏大,hóngdà,壮大
6,洪水,hóngshuǐ,洪水
6,护,hù,保護
6,互动,hùdòng,交流
6,混,hùn,混ざる、混ぜる（動詞用法）
6,混合,hùnhé,混合
6,混乱,hùnluàn,混乱
6,户外,hùwài,屋外
6,壶,hú,急須
6,黑夜,hēiyè,夜
6,狠,hěn,残酷
6,很难说,hěnnánshuō,何とも言えない
6,忽略,hūlüè,無視
6,昏,hūn,薄暗い、意識がもうろうとする（例：黄昏＝夕暮れ、昏迷＝意識不明）
6,海报,hǎibào,ポスター
6,海底,hǎidǐ,海底
6,海军,hǎijūn,海軍
6,海浪,hǎilàng,波
6,海外,hǎiwài,海外
6,海湾,hǎiwān,湾
6,好不容易,hǎobùróngyì,やっとのことで、苦労の末に（＝好容易とも言う）
6,好似,hǎosì,まるで
6,好转,hǎozhuǎn,好転
6,剑,jiàn,剣
6,箭,jiàn,矢
6,鉴定,jiàndìng,鑑定
6,酱,jiàng,醤
6,酱油,jiàngyóu,醤油
6,觉,jiào,覚
6,教堂,jiàotáng,教会
6,教育部,jiàoyùbù,教育部（中国の教育行政を担当する政府機関。日本の「文部科学省」に相当）
6,界,jiè,境界、〜界（分野・世界を表す語、例：世界＝世界）
6,界,jiè,〜界（分野・業界を表す接尾辞、例：文艺界＝文芸界）
6,借鉴,jièjiàn,参考
6,节,jié,節約する（動詞用法）
6,杰出,jiéchū,傑出
6,节能,jiénéng,省エネ
6,截至,jiézhì,～時点で
6,截止,jiézhǐ,締切
6,节奏,jiézòu,リズム
6,救命,jiùmìng,命を救う（動詞）、助けて！（叫び声としての用法も、例：救命啊！）
6,就是说,jiùshìshuō,つまり
6,就算,jiùsuàn,たとえ
6,救援,jiùyuán,救援
6,救助,jiùzhù,救助
6,嘉宾,jiābīn,ゲスト
6,家电,jiādiàn,家電
6,加盟,jiāméng,加盟
6,尖,jiān,尖った、とがっている（形容詞用法）
6,监测,jiāncè,監視
6,监督,jiāndū,監督
6,将军,jiāngjūn,将軍
6,焦点,jiāodiǎn,焦点
6,家园,jiāyuán,家
6,揭,jiē,明かす
6,接收,jiēshōu,受信
6,街头,jiētóu,街頭
6,解,jiě,解説
6,解说,jiěshuō,解説
6,纠纷,jiūfēn,紛争
6,纠正,jiūzhèng,是正
6,捡,jiǎn,拾う
6,讲课,jiǎngkè,講義
6,简介,jiǎnjiè,概要
6,脚印,jiǎoyìn,足跡
6,酒水,jiǔshuǐ,酒類
6,绝,jué,絶
6,决策,juécè,意思決定
6,绝大多数,juédàduōshù,大多数
6,觉悟,juéwù,自覚
6,捐,juān,寄付
6,捐款,juānkuǎn,寄付金
6,捐助,juānzhù,支援
6,捐赠,juānzèng,寄贈
6,尽,jìn,尽くす
6,净,jìng,清
6,进攻,jìngōng,攻撃
6,近日,jìnrì,最近
6,近视,jìnshì,近視
6,集,jí,集まる、集める、〜集（動詞・名詞用法）
6,疾病,jíbìng,病気
6,极端,jíduān,極端
6,急救,jíjiù,救急
6,吉利,jílì,縁起が良い、めでたい（日本語の「吉利」はあまり一般的ではないため意訳）
6,吉祥,jíxiáng,縁起が良い、めでたい
6,剧,jù,劇
6,据,jù,〜に基づいて、占める（例：根据＝〜に基づいて、占据＝占領する）
6,局,jú,勝負の回数（1局、2局）やテニス・卓球などのゲーム・セット（1セット）を数える量詞
6,机动车,jīdòngchē,自動車
6,基督教,jīdūjiào,キリスト教
6,机关,jīguān,機関
6,精,jīng,精、エネルギー（また「巧み、賢い」の意も）
6,精美,jīngměi,美しい
6,精品,jīngpǐn,逸品
6,惊人,jīngrén,驚くべき
6,惊喜,jīngxǐ,嬉しい驚き
6,金钱,jīnqián,金銭
6,金融,jīnróng,金融
6,金额,jīné,金額
6,激情,jīqíng,情熱
6,机械,jīxiè,機械
6,军队,jūnduì,軍隊
6,军舰,jūnjiàn,軍艦
6,军事,jūnshì,軍事
6,井,jǐng,井戸（水を汲む穴）
6,景,jǐng,景色
6,给予,jǐyǔ,与える
6,跨,kuà,跨ぐ
6,快车,kuàichē,特急
6,矿,kuàng,鉱山
6,阔,kuò,広い
6,宽阔,kuānkuò,広々とした
6,看得见,kàndejiàn,見える
6,看得起,kàndeqǐ,見下さない
6,抗议,kàngyì,抗議
6,看好,kànhǎo,見守る
6,看作,kànzuò,～と見なす
6,客车,kèchē,バス
6,扣,kòu,差し引く
6,酷,kù,クール
6,开创,kāichuàng,開拓
6,开关,kāiguān,スイッチ
6,开设,kāishè,開設
6,开头,kāitóu,冒頭
6,开通,kāitōng,開設
6,开夜车,kāiyèchē,夜通し働く
6,看,kān,見張る、番をする、世話をする（第四声 kàn「見る」とは別の読み）
6,康复,kāngfù,回復
6,看管,kānguǎn,管理する
6,科研,kēyán,科学研究
6,肯,kěn,肯定する
6,空军,kōngjūn,空軍
6,考场,kǎochǎng,試験会場
6,考题,kǎotí,試験問題
6,口试,kǒushì,面接
6,啦,la,より陽気で人間味のある響き明るい、軽い、または感情的（喜び、驚き、強調）なニュアンス、「了」よりも感情がこもる。「下雪啦 (雪が降ったよ！)」、「A啦，B啦…」という形で例を挙げる、疑問文や命令文を和らげたり、強調したりする。「快走啦 (早く行こうよ)」
6,料,liào,推測する、予想する、見積もる（動詞用法）
6,料,liào,材料、素材、原料（名詞用法）
6,凉鞋,liángxié,サンダル
6,联盟,liánméng,連盟
6,联手,liánshǒu,協力
6,联赛,liánsài,リーグ
6,聊,liáo,おしゃべり
6,聊天儿,liáotiānr,おしゃべり
6,裂,liè,裂ける
6,流感,liúgǎn,インフルエンザ
6,留言,liúyán,メッセージ
6,两侧,liǎngcè,両側
6,两手,liǎngshǒu,両手
6,赖,lài,頼る
6,来往,láiwǎng,行き来
6,蓝领,lánlǐng,ブルーカラー
6,栏目,lánmù,カテゴリ
6,蓝天,lántiān,青空
6,牢,láo,牢屋
6,利,lì,利益、有利（形容詞的にも使う）
6,灵活,línghuó,柔軟
6,露,lòu,露呈する
6,楼道,lóudào,廊下
6,楼房,lóufáng,建物
6,露,lù,（水に濡れる意の）露
6,陆军,lùjūn,陸軍
6,录像,lùxiàng,ビデオ
6,录音机,lùyīnjī,テープレコーダー
6,冷气,lěngqì,冷房
6,冷水,lěngshuǐ,冷水
6,老乡,lǎoxiāng,同郷
6,理,lǐ,道理、理屈（また「処理する」等の動詞用法も）
6,理财,lǐcái,資産運用
6,领取,lǐngqǔ,受け取る
6,领袖,lǐngxiù,リーダー
6,礼堂,lǐtáng,講堂
6,理智,lǐzhì,理性
6,旅店,lǚdiàn,旅館
6,绿化,lǜhuà,緑化
6,嘛,ma,まあ
6,面对面,miànduìmiàn,対面
6,面向,miànxiàng,向け
6,妙,miào,巧み、優れている（※日本語の「妙」＝奇妙な、とは意味がずれるため注意）
6,棉,mián,綿
6,灭,miè,滅ぼす
6,免得,miǎndé,免れる
6,慢车,mànchē,ローカル列車
6,埋,mái,埋める
6,盲人,mángrén,盲人
6,梅花,méihuā,梅の花
6,蒙,méng,蒙る
6,命,mìng,命、運命（名詞用法）
6,明日,míngrì,明日（あす）※書き言葉。口語では「明天」を使う
6,名胜,míngshèng,名所
6,名义,míngyì,名目
6,名誉,míngyù,名誉
6,民歌,míngē,民謡
6,民工,míngōng,出稼ぎ労働者
6,名额,míng’é,定員
6,民警,mínjǐng,警察官
6,民意,mínyì,民意
6,民主,mínzhǔ,民主主義
6,墨水,mòshuǐ,インク
6,没收,mòshōu,没収
6,膜,mó,膜
6,磨,mó,磨く
6,墓,mù,墓
6,蒙,mēng,覆う
6,美容,měiróng,美容
6,猛,měng,猛烈
6,马车,mǎchē,馬車
6,母,mǔ,母（また動物の「メス」の意も）
6,母鸡,mǔjī,雌鶏
6,扭,niǔ,ひねる
6,拿走,názǒu,持ち去る
6,内地,nèidì,中国本土
6,内外,nèiwài,内外
6,内衣,nèiyī,下着
6,泥,ní,泥
6,奶粉,nǎifěn,粉ミルク
6,奶牛,nǎiniú,乳牛
6,偏,piān,偏り
6,派出,pàichū,派遣する
6,判,pàn,判決
6,盼望,pànwàng,期待
6,泡,pào,泡、（水に）浸す、（お茶を）いれる（動詞用法も）
6,炮,pào,大砲
6,排行榜,páihángbǎng,ランキング
6,配置,pèizhì,構成
6,陪同,péitóng,同伴
6,聘请,pìnqǐng,採用
6,评,píng,評価
6,平凡,píngfán,平凡
6,平方米,píngfāngmǐ,平方メートル
6,平衡,pínghéng,バランス
6,屏幕,píngmù,画面
6,平台,píngtái,プラットフォーム
6,评选,píngxuǎn,選考
6,贫困,pínkùn,貧困
6,皮球,píqiú,ボール
6,坡,pō,坂
6,扑,pū,飛びかかる
6,铺,pū,敷く
6,品牌,pǐnpái,ブランド
6,恰当,qiàdàng,適切
6,恰好,qiàhǎo,ちょうど
6,恰恰,qiàqià,ちょうど
6,强盗,qiángdào,強盗
6,强化,qiánghuà,強化
6,强势,qiángshì,強気
6,强壮,qiángzhuàng,たくましい
6,前来,qiánlái,やってくる
6,潜力,qiánlì,潜在能力
6,桥梁,qiáoliáng,橋
6,切实,qièshí,確実
6,茄子,qiézi,ナス
6,球拍,qiúpāi,ラケット
6,球星,qiúxīng,スター選手
6,球员,qiúyuán,選手
6,求职,qiúzhí,就職活動
6,牵,qiān,引く
6,铅笔,qiānbǐ,鉛筆
6,谦虚,qiānxū,謙虚
6,巧妙,qiǎomiào,巧み
6,券,quàn,クーポン
6,权,quán,権利
6,权力,quánlì,権力
6,全力,quánlì,全力を尽くす
6,全新,quánxīn,全く新しい
6,却是,quèshì,しかし
6,缺陷,quēxiàn,欠陥
6,气氛,qìfēn,雰囲気
6,奇妙,qímiào,不思議
6,情绪,qíngxù,感情
6,去掉,qùdiào,取り除く
6,渠道,qúdào,チャネル
6,欺负,qīfu,いじめ
6,侵犯,qīnfàn,侵害
6,清,qīng,清らか
6,清洁,qīngjié,清潔
6,清洁工,qīngjiégōng,清掃員
6,清明节,qīngmíngjié,清明節
6,倾向,qīngxiàng,傾向
6,清洗,qīngxǐ,洗浄
6,亲属,qīnshǔ,親族
6,亲眼,qīnyǎn,この目で
6,区分,qūfēn,区別
6,起点,qǐdiǎn,起点
6,起诉,qǐsù,提訴
6,企图,qǐtú,企て
6,取款,qǔkuǎn,出金
6,取款机,qǔkuǎnjī,ATM
6,若,ruò,もし
6,让座,ràngzuò,席を譲る
6,热点,rèdiǎn,話題
6,认同,rèntóng,アイデンティティ
6,热水,rèshuǐ,お湯
6,热水器,rèshuǐqì,給湯器
6,热线,rèxiàn,ホットライン
6,人权,rénquán,人権
6,日夜,rìyè,昼夜
6,日语,rìyǔ,日本語
6,融合,rónghé,融合
6,融入,róngrù,溶け込む
6,如,rú,〜のようだ、もし〜なら（例：如果＝もし）
6,如一,rúyī,終始一貫している（多くは「始终如一」の形で使う）
6,乳制品,rǔzhìpǐn,乳製品
6,税,shuì,税金
6,双打,shuāngdǎ,ダブルス
6,说实话,shuōshíhuà,正直に言うと
6,爽,shuǎng,爽快
6,水泥,shuǐní,セメント
6,上当,shàngdàng,騙される
6,上帝,shàngdì,神様
6,上市,shàngshì,上場
6,上台,shàngtái,登壇
6,上演,shàngyǎn,上演
6,少儿,shàoér,子供
6,勺,sháo,スプーン
6,设计师,shèjìshī,デザイナー
6,涉及,shèjí,関わる
6,圣诞节,shèngdànjié,クリスマス
6,盛行,shèngxíng,流行
6,舌头,shétou,舌
6,试点,shìdiǎn,パイロット事業
6,适当,shìdàng,適切
6,事后,shìhòu,事後
6,市民,shìmín,市民
6,识,shí,知識
6,实践,shíjiàn,実践
6,时节,shíjié,季節
6,时期,shíqī,時期
6,时时,shíshí,常に
6,食欲,shíyù,食欲
6,时装,shízhuāng,ファッション
6,识字,shízì,識字
6,时而,shí’ér,時折
6,顺,shùn,順調
6,山峰,shānfēng,山頂
6,商城,shāngchéng,ショッピングモール
6,伤口,shāngkǒu,傷口
6,伤亡,shāngwáng,死傷者
6,伤员,shāngyuán,負傷者
6,山谷,shāngǔ,谷
6,山坡,shānpō,斜面
6,生活费,shēnghuófèi,生活費
6,升级,shēngjí,アップグレード
6,升学,shēngxué,進学
6,升值,shēngzhí,価値の上昇
6,深化,shēnhuà,深化
6,深深,shēnshēn,深く
6,审查,shěnchá,審査
6,省钱,shěngqián,節約
6,师父,shīfu,師匠
6,收藏,shōucáng,お気に入り
6,收取,shōuqǔ,徴収
6,收养,shōuyǎng,養子縁組
6,书房,shūfáng,書斎
6,首,shǒu,長、トップ（例：元首＝国家元首）
6,首次,shǒucì,初回
